packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,requests_per_second,flow_id,flow_pkt_count,unique_func_codes,round_trip_time
10909,1535073960.098431,2018-08-23T21:26:00.098431,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.09723520278930664,552.5489192008972,0.10365731716156006,0.08708366098289735,6,None_None,770,,
10910,1535073960.099722,2018-08-23T21:26:00.099722,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.0012907981872558594,552.5502099990845,0.08170869350433349,0.08178327134287629,6,None_None,771,,
10911,1535073960.09973,2018-08-23T21:26:00.099730,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,8.106231689453125e-06,552.5502181053162,0.07366840839385987,0.08577967334905764,7,172.27.224.250_172.27.224.251,4782,1.0,
10912,1535073960.109978,2018-08-23T21:26:00.109978,TCP,172.27.224.250,172.27.224.251,502.0,53529.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.010247945785522461,552.5604660511017,0.07388179302215576,0.08560094987276937,7,172.27.224.250_172.27.224.251,4783,1.0,
10913,1535073960.109985,2018-08-23T21:26:00.109985,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,7.152557373046875e-06,552.5604732036591,0.05153601169586182,0.06994974470662323,8,172.27.224.250_172.27.224.251,4784,1.0,
10914,1535073960.111167,2018-08-23T21:26:00.111167,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0011818408966064453,552.5616550445557,0.04365649223327637,0.0708225352331514,9,172.27.224.250_172.27.224.251,4785,1.0,
10915,1535073960.111387,2018-08-23T21:26:00.111387,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002200603485107422,552.5618751049042,0.04295179843902588,0.07125856352726882,10,172.27.224.250_172.27.224.251,4786,1.0,
10916,1535073960.111632,2018-08-23T21:26:00.111632,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024509429931640625,552.5621201992035,0.021701908111572264,0.03969178362482106,11,172.27.224.250_172.27.224.251,4787,1.0,
10917,1535073960.111879,2018-08-23T21:26:00.111879,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024700164794921875,552.5623672008514,0.012127900123596191,0.030192620360750242,12,172.27.224.250_172.27.224.251,4788,1.0,
10918,1535073960.112136,2018-08-23T21:26:00.112136,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002567768096923828,552.5626239776611,0.011093997955322265,0.030427026755511663,13,172.27.224.250_172.27.224.251,4789,1.0,
10919,1535073960.112384,2018-08-23T21:26:00.112384,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024819374084472656,552.562872171402,0.0013952970504760743,0.00314310393325893,14,172.27.224.250_172.27.224.251,4790,1.0,
10920,1535073960.112629,2018-08-23T21:26:00.112629,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002448558807373047,552.5631170272827,0.0012907028198242188,0.003164299402170166,15,172.27.224.250_172.27.224.251,4791,1.0,
10921,1535073960.112877,2018-08-23T21:26:00.112877,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.000247955322265625,552.563364982605,0.001314687728881836,0.0031543908011305737,16,172.27.224.250_172.27.224.251,4792,1.0,
10922,1535073960.113132,2018-08-23T21:26:00.113132,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002551078796386719,552.5636200904846,0.00031540393829345705,0.00031368082599785555,17,172.27.224.250_172.27.224.251,4793,1.0,
10923,1535073960.113379,2018-08-23T21:26:00.113379,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024700164794921875,552.5638670921326,0.0003393888473510742,0.0002961734000825154,18,172.27.224.250_172.27.224.251,4794,1.0,
10924,1535073960.113628,2018-08-23T21:26:00.113628,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024890899658203125,552.5641160011292,0.0002460956573486328,9.961600392611312e-06,19,172.27.224.250_172.27.224.251,4795,1.0,
10925,1535073960.113875,2018-08-23T21:26:00.113875,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024700164794921875,552.5643630027771,0.00024878978729248047,3.993070282719112e-06,20,172.27.224.250_172.27.224.251,4796,1.0,
10926,1535073960.122452,2018-08-23T21:26:00.122452,TCP,172.27.224.250,172.27.224.251,502.0,53529.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.008577108383178711,552.5729401111603,0.001081991195678711,0.002633518445182896,20,172.27.224.250_172.27.224.251,4797,1.0,
10927,1535073960.13108,2018-08-23T21:26:00.131080,TCP,172.27.224.250,172.27.224.251,502.0,53529.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.008627891540527344,552.5815680027008,0.0019200801849365234,0.0035219667412852255,20,172.27.224.250_172.27.224.251,4798,1.0,
10928,1535073960.131991,2018-08-23T21:26:00.131991,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,53529.0,12.0,1.0,0.0,6.0,1.0,6.0,6.0,,,,,66,0,1,0,Write Single Register,0.0009109973907470703,552.5824790000916,0.001985502243041992,0.0034935991796273447,20,172.27.224.250_172.27.224.251,4799,1.0,
10929,1535073960.154919,2018-08-23T21:26:00.154919,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.02292799949645996,552.605406999588,0.004253482818603516,0.007408551429240964,20,None_None,772,,
10930,1535073960.222586,2018-08-23T21:26:00.222586,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.06766700744628906,552.6730740070343,0.010995697975158692,0.021199085599052404,21,172.27.224.250_172.27.224.70,5315,1.0,
10931,1535073960.302588,2018-08-23T21:26:00.302588,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.0800020694732666,552.7530760765076,0.01897110939025879,0.029916373322469776,21,172.27.224.250_172.27.224.70,5316,1.0,0.008606910705566406
10932,1535073960.311195,2018-08-23T21:26:00.311195,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.008606910705566406,552.7616829872131,0.019806289672851564,0.029448744881215693,21,172.27.224.250_172.27.224.70,5317,1.0,0.008606910705566406
10933,1535073960.334267,2018-08-23T21:26:00.334267,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.023072004318237305,552.7847549915314,0.022088789939880372,0.028637695137556124,22,172.27.224.250_172.27.224.251,4800,1.0,
10934,1535073960.534635,2018-08-23T21:26:00.534635,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20036816596984863,552.9851231575012,0.042100715637207034,0.06207776669628752,22,172.27.224.250_172.27.224.70,5318,1.0,
10935,1535073960.614586,2018-08-23T21:26:00.614586,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.07995104789733887,553.0650742053986,0.050071120262145996,0.06121771969385945,22,172.27.224.250_172.27.224.70,5319,1.0,0.007319927215576172
10936,1535073960.621906,2018-08-23T21:26:00.621906,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.007319927215576172,553.0723941326141,0.049945402145385745,0.06131361664543286,22,172.27.224.250_172.27.224.70,5320,1.0,0.007319927215576172
10937,1535073960.830627,2018-08-23T21:26:00.830627,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20872092247009277,553.2811150550842,0.06995470523834228,0.07697982661020031,22,172.27.224.250_172.27.224.70,5321,1.0,
10938,1535073960.926597,2018-08-23T21:26:00.926597,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09597015380859375,553.3770852088928,0.07946062088012695,0.07328724990937181,22,172.27.224.250_172.27.224.70,5322,1.0,0.00462794303894043
10939,1535073960.931225,2018-08-23T21:26:00.931225,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.00462794303894043,553.3817131519318,0.077630615234375,0.07506270873169048,22,172.27.224.250_172.27.224.70,5323,1.0,0.00462794303894043
10940,1535073961.158616,2018-08-23T21:26:01.158616,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.22739100456237793,553.6091041564941,0.09360301494598389,0.08849822181847836,8,172.27.224.250_172.27.224.70,5324,1.0,
10941,1535073961.238593,2018-08-23T21:26:01.238593,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.07997703552246094,553.6890811920166,0.09360051155090332,0.08849864965706913,8,172.27.224.250_172.27.224.70,5325,1.0,0.0033168792724609375
10942,1535073961.24191,2018-08-23T21:26:01.241910,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0033168792724609375,553.6923980712891,0.09307150840759278,0.08907707184081172,8,172.27.224.250_172.27.224.70,5326,1.0,0.0033168792724609375
10943,1535073961.466658,2018-08-23T21:26:01.466658,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.2247481346130371,553.9171462059021,0.11323912143707275,0.09415353873837139,7,172.27.224.250_172.27.224.70,5327,1.0,
10944,1535073961.546615,2018-08-23T21:26:01.546615,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.0799567699432373,553.9971029758453,0.10119798183441162,0.08934972101124088,7,172.27.224.250_172.27.224.70,5328,1.0,0.004621028900146484
10945,1535073961.550112,2018-08-23T21:26:01.550112,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.0034971237182617188,554.0006000995636,0.0935525894165039,0.0944927151958446,8,172.27.224.250_172.27.224.251,4801,1.0,
10946,1535073961.551236,2018-08-23T21:26:01.551236,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0011239051818847656,554.0017240047455,0.09293298721313477,0.09513908508419919,8,172.27.224.250_172.27.224.70,5329,1.0,0.004621028900146484
10947,1535073961.559851,2018-08-23T21:26:01.559851,TCP,172.27.224.250,172.27.224.251,502.0,53529.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.00861501693725586,554.0103390216827,0.07292239665985108,0.08892034288769642,8,172.27.224.250_172.27.224.251,4802,1.0,
10948,1535073961.561101,2018-08-23T21:26:01.561101,TCP,172.27.224.250,172.27.224.251,502.0,53529.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.0012500286102294922,554.011589050293,0.06345038414001465,0.09120793425153029,8,172.27.224.250_172.27.224.251,4803,1.0,
10949,1535073961.561107,2018-08-23T21:26:01.561107,TCP,172.27.224.251,172.27.224.250,53529.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,5.9604644775390625e-06,554.0115950107574,0.06298818588256835,0.09155020752450725,9,172.27.224.250_172.27.224.251,4804,1.0,
10950,1535073961.561272,2018-08-23T21:26:01.561272,TCP,172.27.224.250,172.27.224.251,502.0,53529.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.00016498565673828125,554.0117599964142,0.040265583992004396,0.07240953421722644,9,172.27.224.250_172.27.224.251,4805,1.0,
10951,1535073961.569777,2018-08-23T21:26:01.569777,TCP,172.27.224.250,172.27.224.251,502.0,53529.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.008505105972290039,554.0202651023865,0.033118391036987306,0.07157682020817739,9,172.27.224.250_172.27.224.251,4806,1.0,
10952,1535073961.761373,2018-08-23T21:26:01.761373,UDP,172.27.224.70,172.27.224.255,,,,,,,,,,,,,,82,0,0,0,Unknown,0.19159603118896484,554.2118611335754,0.0519463062286377,0.0861467089331219,8,172.27.224.255_172.27.224.70,14,,
10953,1535073961.762621,2018-08-23T21:26:01.762621,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.0012478828430175781,554.2131090164185,0.029596281051635743,0.061919231554539794,9,172.27.224.250_172.27.224.70,5330,1.0,
10954,1535073961.858601,2018-08-23T21:26:01.858601,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09598016738891602,554.3090891838074,0.031198620796203613,0.06355302923457092,9,172.27.224.250_172.27.224.70,5331,1.0,0.0026268959045410156
10955,1535073961.861228,2018-08-23T21:26:01.861228,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0026268959045410156,554.3117160797119,0.031111598014831543,0.06359575677432584,9,172.27.224.250_172.27.224.70,5332,1.0,0.0026268959045410156
10956,1535073962.074594,2018-08-23T21:26:02.074594,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21336603164672852,554.5250821113586,0.052335810661315915,0.08446730291111408,9,172.27.224.250_172.27.224.70,5333,1.0,
10957,1535073962.154975,2018-08-23T21:26:02.154975,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.08038091659545898,554.6054630279541,0.05951240062713623,0.08338166137128541,9,None_None,773,,
10958,1535073962.170573,2018-08-23T21:26:02.170573,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.015598058700561523,554.6210610866547,0.060947203636169435,0.08238520087867841,9,172.27.224.250_172.27.224.70,5334,1.0,0.011337995529174805
10959,1535073962.181911,2018-08-23T21:26:02.181911,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.011337995529174805,554.6323990821838,0.06208040714263916,0.08152728842554825,9,172.27.224.250_172.27.224.70,5335,1.0,0.011337995529174805
10960,1535073962.365478,2018-08-23T21:26:02.365478,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.18356704711914062,554.815966129303,0.0804206132888794,0.08652690107214571,8,None_None,774,,
10961,1535073962.402592,2018-08-23T21:26:02.402592,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.03711390495300293,554.853080034256,0.08328149318695069,0.08432999067072057,9,172.27.224.250_172.27.224.70,5336,1.0,
10962,1535073962.48259,2018-08-23T21:26:02.482590,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.07999801635742188,554.9330780506134,0.07212169170379638,0.07530475588107939,9,172.27.224.250_172.27.224.70,5337,1.0,0.008615970611572266
10963,1535073962.491206,2018-08-23T21:26:02.491206,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.008615970611572266,554.941694021225,0.07285850048065186,0.07456667954258069,9,172.27.224.250_172.27.224.70,5338,1.0,0.008615970611572266
10964,1535073962.714607,2018-08-23T21:26:02.714607,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.22340106964111328,555.1650950908661,0.08560059070587159,0.08853533650958702,7,172.27.224.250_172.27.224.70,5339,1.0,
10965,1535073962.794622,2018-08-23T21:26:02.794622,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.08001494407653809,555.2451100349426,0.09333939552307129,0.08372854731351821,7,172.27.224.250_172.27.224.70,5340,1.0,0.0072460174560546875
10966,1535073962.801868,2018-08-23T21:26:02.801868,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0072460174560546875,555.2523560523987,0.0727273941040039,0.07590297685563376,7,172.27.224.250_172.27.224.70,5341,1.0,0.0072460174560546875
10967,1535073962.998006,2018-08-23T21:26:02.998006,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.1961381435394287,555.4484941959381,0.08430311679840088,0.08542899596912301,6,None_None,775,,
10968,1535073962.99971,2018-08-23T21:26:02.999710,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.0017039775848388672,555.450198173523,0.08291370868682861,0.08677297864877115,6,None_None,776,,
10969,1535073962.999718,2018-08-23T21:26:02.999718,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,7.867813110351562e-06,555.4502060413361,0.08178069591522216,0.08787832937885462,7,172.27.224.250_172.27.224.251,4807,1.0,
10970,1535073963.009961,2018-08-23T21:26:03.009961,TCP,172.27.224.250,172.27.224.251,502.0,53530.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.010242938995361328,555.4604489803314,0.06444828510284424,0.0825001492913085,7,172.27.224.250_172.27.224.251,4808,1.0,
10971,1535073963.009966,2018-08-23T21:26:03.009966,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,5.0067901611328125e-06,555.4604539871216,0.06073739528656006,0.08467226520008231,8,172.27.224.250_172.27.224.251,4809,1.0,
10972,1535073963.010565,2018-08-23T21:26:03.010565,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.0005991458892822266,555.4610531330109,0.05279750823974609,0.08637113194451408,9,172.27.224.250_172.27.224.70,5342,1.0,
10973,1535073963.010722,2018-08-23T21:26:03.010722,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00015687942504882812,555.4612100124359,0.05195159912109375,0.0868917742001424,10,172.27.224.250_172.27.224.251,4810,1.0,
10974,1535073963.010973,2018-08-23T21:26:03.010973,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002510547637939453,555.4614610671997,0.029636597633361815,0.06346482511693505,11,172.27.224.250_172.27.224.251,4811,1.0,
10975,1535073963.011219,2018-08-23T21:26:03.011219,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002460479736328125,555.4617071151733,0.021659708023071288,0.06140898883217626,12,172.27.224.250_172.27.224.251,4812,1.0,
10976,1535073963.011463,2018-08-23T21:26:03.011463,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024390220642089844,555.4619510173798,0.02095949649810791,0.061631119922154594,13,172.27.224.250_172.27.224.251,4813,1.0,
10977,1535073963.011712,2018-08-23T21:26:03.011712,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002491474151611328,555.4622001647949,0.0013705968856811523,0.003156383045755203,14,172.27.224.250_172.27.224.251,4814,1.0,
10978,1535073963.011972,2018-08-23T21:26:03.011972,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002598762512207031,555.4624600410461,0.001226186752319336,0.003172429846082747,15,172.27.224.250_172.27.224.251,4815,1.0,
10979,1535073963.012218,2018-08-23T21:26:03.012218,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002460479736328125,555.4627060890198,0.001250004768371582,0.00316314713473451,16,172.27.224.250_172.27.224.251,4816,1.0,
10980,1535073963.012466,2018-08-23T21:26:03.012466,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.000247955322265625,555.462954044342,0.00025050640106201173,0.00014558898873096216,17,172.27.224.250_172.27.224.251,4817,1.0,
10981,1535073963.012712,2018-08-23T21:26:03.012712,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002460479736328125,555.4632000923157,0.0002746105194091797,0.00011771203854546115,18,172.27.224.250_172.27.224.251,4818,1.0,
10982,1535073963.012966,2018-08-23T21:26:03.012966,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00025391578674316406,555.4634540081024,0.00024008750915527344,2.9611933515529023e-05,19,172.27.224.250_172.27.224.251,4819,1.0,
10983,1535073963.013215,2018-08-23T21:26:03.013215,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002491474151611328,555.4637031555176,0.0002493143081665039,4.701747841332169e-06,20,172.27.224.250_172.27.224.251,4820,1.0,
10984,1535073963.013461,2018-08-23T21:26:03.013461,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002460479736328125,555.4639492034912,0.0002488136291503906,4.762012361743944e-06,21,172.27.224.250_172.27.224.251,4821,1.0,
10985,1535073963.022495,2018-08-23T21:26:03.022495,TCP,172.27.224.250,172.27.224.251,502.0,53530.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.009033918380737305,555.472983121872,0.0011276006698608398,0.0027780007861198572,21,172.27.224.250_172.27.224.251,4822,1.0,
10986,1535073963.0321,2018-08-23T21:26:03.032100,TCP,172.27.224.250,172.27.224.251,502.0,53530.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.009604930877685547,555.4825880527496,0.0020637035369873045,0.0038264708720078195,21,172.27.224.250_172.27.224.251,4823,1.0,
10987,1535073963.032982,2018-08-23T21:26:03.032982,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,53530.0,12.0,1.0,0.0,6.0,1.0,6.0,6.0,,,,,66,0,1,0,Write Single Register,0.0008821487426757812,555.4834702014923,0.0021270036697387694,0.0037982496371290393,21,172.27.224.250_172.27.224.251,4824,1.0,
10988,1535073963.106617,2018-08-23T21:26:03.106617,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.07363486289978027,555.5571050643921,0.009464502334594727,0.022855437483482247,21,172.27.224.250_172.27.224.70,5343,1.0,0.005305051803588867
10989,1535073963.111922,2018-08-23T21:26:03.111922,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.005305051803588867,555.5624101161957,0.009970402717590332,0.022684064350189583,21,172.27.224.250_172.27.224.70,5344,1.0,0.005305051803588867
10990,1535073963.235203,2018-08-23T21:26:03.235203,TCP,172.27.224.251,172.27.224.250,53530.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.12328100204467773,555.6856911182404,0.022273707389831542,0.041981681000858626,21,172.27.224.250_172.27.224.251,4825,1.0,
10991,1535073963.338604,2018-08-23T21:26:03.338604,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.10340094566345215,555.7890920639038,0.03258919715881348,0.04818306707608852,22,172.27.224.250_172.27.224.70,5345,1.0,
10992,1535073963.418627,2018-08-23T21:26:03.418627,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.08002305030822754,555.869115114212,0.040566110610961915,0.04883368611554945,22,172.27.224.250_172.27.224.70,5346,1.0,0.0026540756225585938
10993,1535073963.421281,2018-08-23T21:26:03.421281,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0026540756225585938,555.8717691898346,0.04080660343170166,0.048618522538397685,22,172.27.224.250_172.27.224.70,5347,1.0,0.0026540756225585938
10994,1535073963.634586,2018-08-23T21:26:03.634586,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21330499649047852,556.0850741863251,0.06211249828338623,0.07058877153299217,22,172.27.224.250_172.27.224.70,5348,1.0,
10995,1535073963.734579,2018-08-23T21:26:03.734579,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09999299049377441,556.1850671768188,0.07120840549468994,0.06882765332859034,22,172.27.224.250_172.27.224.70,5349,1.0,0.007370948791503906
10996,1535073963.74195,2018-08-23T21:26:03.741950,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.007370948791503906,556.1924381256104,0.07098500728607178,0.06905307659919821,22,172.27.224.250_172.27.224.70,5350,1.0,0.007370948791503906
10997,1535073963.950623,2018-08-23T21:26:03.950623,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20867300033569336,556.401111125946,0.09176409244537354,0.07647862108228858,22,172.27.224.250_172.27.224.70,5351,1.0,
10998,1535073964.046621,2018-08-23T21:26:04.046621,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09599804878234863,556.4971091747284,0.09400041103363037,0.07621611200169862,8,172.27.224.250_172.27.224.70,5352,1.0,0.004662990570068359
