packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,requests_per_second,flow_id,flow_pkt_count,unique_func_codes,round_trip_time,transaction_id_delta,transaction_id_repeats,func_code_entropy,consecutive_same_func_code,flow_request_count,flow_response_count,response_rate,flow_exception_count,exception_rate
4726,1535070023.542507,2018-08-23T20:20:23.542507,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30718088150024414,241.06266689300537,4,172.27.224.250_172.27.224.70,1545,1.0,0.002151966094970703,0.0,22993,-0.0,1544,11484,11509,1.0021769418321143,0,0.0
4727,1535070023.544659,2018-08-23T20:20:23.544659,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.002151966094970703,241.06481885910034,4,172.27.224.250_172.27.224.70,1546,1.0,0.002151966094970703,0.0,22993,-0.0,1545,11484,11509,1.0021769418321143,0,0.0
4735,1535070023.854506,2018-08-23T20:20:23.854506,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3098471164703369,241.37466597557068,4,172.27.224.250_172.27.224.70,1547,1.0,0.010792016983032227,0.0,22993,-0.0,1546,11484,11509,1.0021769418321143,0,0.0
4736,1535070023.865298,2018-08-23T20:20:23.865298,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010792016983032227,241.3854579925537,4,172.27.224.250_172.27.224.70,1548,1.0,0.010792016983032227,0.0,22993,-0.0,1547,11484,11509,1.0021769418321143,0,0.0
4738,1535070024.166509,2018-08-23T20:20:24.166509,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.301210880279541,241.68666887283325,4,172.27.224.250_172.27.224.70,1549,1.0,0.008152008056640625,0.0,22993,-0.0,1548,11484,11509,1.0021769418321143,0,0.0
4739,1535070024.174661,2018-08-23T20:20:24.174661,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008152008056640625,241.6948208808899,4,172.27.224.250_172.27.224.70,1550,1.0,0.008152008056640625,0.0,22993,-0.0,1549,11484,11509,1.0021769418321143,0,0.0
4742,1535070024.478478,2018-08-23T20:20:24.478478,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3038170337677002,241.9986379146576,4,172.27.224.250_172.27.224.70,1551,1.0,0.006864070892333984,0.0,22993,-0.0,1550,11484,11509,1.0021769418321143,0,0.0
4743,1535070024.485342,2018-08-23T20:20:24.485342,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006864070892333984,242.00550198554993,4,172.27.224.250_172.27.224.70,1552,1.0,0.006864070892333984,0.0,22993,-0.0,1551,11484,11509,1.0021769418321143,0,0.0
4745,1535070024.790716,2018-08-23T20:20:24.790716,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3053739070892334,242.31087589263916,4,172.27.224.250_172.27.224.70,1553,1.0,0.003954172134399414,0.0,22993,-0.0,1552,11484,11509,1.0021769418321143,0,0.0
4746,1535070024.79467,2018-08-23T20:20:24.794670,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.003954172134399414,242.31483006477356,4,172.27.224.250_172.27.224.70,1554,1.0,0.003954172134399414,0.0,22993,-0.0,1553,11484,11509,1.0021769418321143,0,0.0
4748,1535070025.102607,2018-08-23T20:20:25.102607,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3079369068145752,242.62276697158813,4,172.27.224.250_172.27.224.70,1555,1.0,0.0027129650115966797,0.0,22993,-0.0,1554,11484,11509,1.0021769418321143,0,0.0
4749,1535070025.10532,2018-08-23T20:20:25.105320,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0027129650115966797,242.62547993659973,4,172.27.224.250_172.27.224.70,1556,1.0,0.0027129650115966797,0.0,22993,-0.0,1555,11484,11509,1.0021769418321143,0,0.0
4769,1535070025.145507,2018-08-23T20:20:25.145507,Modbus/TCP,172.27.224.250,172.27.224.251,502,52170,12,1,0,6,1,6,6.0,,,,,66,0,1,0,Write Single Register,0.04018712043762207,242.66566705703735,4,172.27.224.250_172.27.224.251,84,1.0,,0.0,1241,-0.0,83,0,1241,1241.0,0,0.0
4772,1535070025.414712,2018-08-23T20:20:25.414712,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.26920485496520996,242.93487191200256,4,172.27.224.250_172.27.224.70,1557,1.0,0.00997304916381836,0.0,22993,-0.0,1556,11484,11509,1.0021769418321143,0,0.0
4773,1535070025.424685,2018-08-23T20:20:25.424685,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.00997304916381836,242.94484496116638,4,172.27.224.250_172.27.224.70,1558,1.0,0.00997304916381836,0.0,22993,-0.0,1557,11484,11509,1.0021769418321143,0,0.0
4775,1535070025.72662,2018-08-23T20:20:25.726620,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30193495750427246,243.24677991867065,4,172.27.224.250_172.27.224.70,1559,1.0,0.008760929107666016,0.0,22993,-0.0,1558,11484,11509,1.0021769418321143,0,0.0
4776,1535070025.735381,2018-08-23T20:20:25.735381,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008760929107666016,243.25554084777832,4,172.27.224.250_172.27.224.70,1560,1.0,0.008760929107666016,0.0,22993,-0.0,1559,11484,11509,1.0021769418321143,0,0.0
4778,1535070026.03846,2018-08-23T20:20:26.038460,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30307912826538086,243.5586199760437,4,172.27.224.250_172.27.224.70,1561,1.0,0.006222963333129883,0.0,22993,-0.0,1560,11484,11509,1.0021769418321143,0,0.0
4779,1535070026.044683,2018-08-23T20:20:26.044683,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006222963333129883,243.56484293937683,4,172.27.224.250_172.27.224.70,1562,1.0,0.006222963333129883,0.0,22993,-0.0,1561,11484,11509,1.0021769418321143,0,0.0
4782,1535070026.350708,2018-08-23T20:20:26.350708,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30602502822875977,243.8708679676056,4,172.27.224.250_172.27.224.70,1563,1.0,0.0046689510345458984,0.0,22993,-0.0,1562,11484,11509,1.0021769418321143,0,0.0
4783,1535070026.355377,2018-08-23T20:20:26.355377,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0046689510345458984,243.87553691864014,4,172.27.224.250_172.27.224.70,1564,1.0,0.0046689510345458984,0.0,22993,-0.0,1563,11484,11509,1.0021769418321143,0,0.0
4791,1535070026.662733,2018-08-23T20:20:26.662733,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3073561191558838,244.18289303779602,4,172.27.224.250_172.27.224.70,1565,1.0,0.0025908946990966797,0.0,22993,-0.0,1564,11484,11509,1.0021769418321143,0,0.0
4792,1535070026.665324,2018-08-23T20:20:26.665324,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0025908946990966797,244.18548393249512,4,172.27.224.250_172.27.224.70,1566,1.0,0.0025908946990966797,0.0,22993,-0.0,1565,11484,11509,1.0021769418321143,0,0.0
4794,1535070026.974565,2018-08-23T20:20:26.974565,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30924105644226074,244.49472498893738,4,172.27.224.250_172.27.224.70,1567,1.0,0.010113954544067383,0.0,22993,-0.0,1566,11484,11509,1.0021769418321143,0,0.0
4795,1535070026.984679,2018-08-23T20:20:26.984679,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010113954544067383,244.50483894348145,4,172.27.224.250_172.27.224.70,1568,1.0,0.010113954544067383,0.0,22993,-0.0,1567,11484,11509,1.0021769418321143,0,0.0
4797,1535070027.286347,2018-08-23T20:20:27.286347,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3016679286956787,244.80650687217712,4,172.27.224.250_172.27.224.70,1569,1.0,0.009003162384033203,0.0,22993,-0.0,1568,11484,11509,1.0021769418321143,0,0.0
4798,1535070027.29535,2018-08-23T20:20:27.295350,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.009003162384033203,244.81551003456116,4,172.27.224.250_172.27.224.70,1570,1.0,0.009003162384033203,0.0,22993,-0.0,1569,11484,11509,1.0021769418321143,0,0.0
4800,1535070027.598506,2018-08-23T20:20:27.598506,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30315589904785156,245.118665933609,4,172.27.224.250_172.27.224.70,1571,1.0,0.006186962127685547,0.0,22993,-0.0,1570,11484,11509,1.0021769418321143,0,0.0
4801,1535070027.604693,2018-08-23T20:20:27.604693,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006186962127685547,245.1248528957367,4,172.27.224.250_172.27.224.70,1572,1.0,0.006186962127685547,0.0,22993,-0.0,1571,11484,11509,1.0021769418321143,0,0.0
4803,1535070027.910468,2018-08-23T20:20:27.910468,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30577516555786133,245.43062806129456,4,172.27.224.250_172.27.224.70,1573,1.0,0.004915952682495117,0.0,22993,-0.0,1572,11484,11509,1.0021769418321143,0,0.0
4804,1535070027.915384,2018-08-23T20:20:27.915384,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004915952682495117,245.43554401397705,4,172.27.224.250_172.27.224.70,1574,1.0,0.004915952682495117,0.0,22993,-0.0,1573,11484,11509,1.0021769418321143,0,0.0
4824,1535070028.045243,2018-08-23T20:20:28.045243,Modbus/TCP,172.27.224.250,172.27.224.251,502,52171,12,1,0,6,1,6,6.0,,,,,66,0,1,0,Write Single Register,0.12985897064208984,245.56540298461914,3,172.27.224.250_172.27.224.251,85,1.0,,0.0,1241,-0.0,84,0,1241,1241.0,0,0.0
4827,1535070028.222354,2018-08-23T20:20:28.222354,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.17711091041564941,245.7425138950348,4,172.27.224.250_172.27.224.70,1575,1.0,0.0023920536041259766,0.0,22993,-0.0,1574,11484,11509,1.0021769418321143,0,0.0
4828,1535070028.224746,2018-08-23T20:20:28.224746,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0023920536041259766,245.74490594863892,4,172.27.224.250_172.27.224.70,1576,1.0,0.0023920536041259766,0.0,22993,-0.0,1575,11484,11509,1.0021769418321143,0,0.0
4833,1535070028.534628,2018-08-23T20:20:28.534628,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30988192558288574,246.0547878742218,4,172.27.224.250_172.27.224.70,1577,1.0,0.010776996612548828,0.0,22993,-0.0,1576,11484,11509,1.0021769418321143,0,0.0
4834,1535070028.545405,2018-08-23T20:20:28.545405,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010776996612548828,246.06556487083435,4,172.27.224.250_172.27.224.70,1578,1.0,0.010776996612548828,0.0,22993,-0.0,1577,11484,11509,1.0021769418321143,0,0.0
4836,1535070028.846389,2018-08-23T20:20:28.846389,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30098414421081543,246.36654901504517,4,172.27.224.250_172.27.224.70,1579,1.0,0.008334875106811523,0.0,22993,-0.0,1578,11484,11509,1.0021769418321143,0,0.0
4837,1535070028.854724,2018-08-23T20:20:28.854724,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008334875106811523,246.37488389015198,4,172.27.224.250_172.27.224.70,1580,1.0,0.008334875106811523,0.0,22993,-0.0,1579,11484,11509,1.0021769418321143,0,0.0
4839,1535070029.158377,2018-08-23T20:20:29.158377,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3036530017852783,246.67853689193726,4,172.27.224.250_172.27.224.70,1581,1.0,0.007032155990600586,0.0,22993,-0.0,1580,11484,11509,1.0021769418321143,0,0.0
4840,1535070029.165409,2018-08-23T20:20:29.165409,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.007032155990600586,246.68556904792786,4,172.27.224.250_172.27.224.70,1582,1.0,0.007032155990600586,0.0,22993,-0.0,1581,11484,11509,1.0021769418321143,0,0.0
4847,1535070029.470936,2018-08-23T20:20:29.470936,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3055269718170166,246.99109601974487,4,172.27.224.250_172.27.224.70,1583,1.0,0.004427909851074219,0.0,22993,-0.0,1582,11484,11509,1.0021769418321143,0,0.0
4849,1535070029.475364,2018-08-23T20:20:29.475364,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004427909851074219,246.99552392959595,4,172.27.224.250_172.27.224.70,1584,1.0,0.004427909851074219,0.0,22993,-0.0,1583,11484,11509,1.0021769418321143,0,0.0
4851,1535070029.782412,2018-08-23T20:20:29.782412,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30704808235168457,247.30257201194763,4,172.27.224.250_172.27.224.70,1585,1.0,0.0023038387298583984,0.0,22993,-0.0,1584,11484,11509,1.0021769418321143,0,0.0
4852,1535070029.784716,2018-08-23T20:20:29.784716,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0023038387298583984,247.3048758506775,4,172.27.224.250_172.27.224.70,1586,1.0,0.0023038387298583984,0.0,22993,-0.0,1585,11484,11509,1.0021769418321143,0,0.0
4854,1535070030.094335,2018-08-23T20:20:30.094335,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3096191883087158,247.6144950389862,4,172.27.224.250_172.27.224.70,1587,1.0,0.011046886444091797,0.0,22993,-0.0,1586,11484,11509,1.0021769418321143,0,0.0
4855,1535070030.105382,2018-08-23T20:20:30.105382,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.011046886444091797,247.6255419254303,4,172.27.224.250_172.27.224.70,1588,1.0,0.011046886444091797,0.0,22993,-0.0,1587,11484,11509,1.0021769418321143,0,0.0
4858,1535070030.406371,2018-08-23T20:20:30.406371,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30098915100097656,247.92653107643127,4,172.27.224.250_172.27.224.70,1589,1.0,0.008389949798583984,0.0,22993,-0.0,1588,11484,11509,1.0021769418321143,0,0.0
4859,1535070030.414761,2018-08-23T20:20:30.414761,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008389949798583984,247.93492102622986,4,172.27.224.250_172.27.224.70,1590,1.0,0.008389949798583984,0.0,22993,-0.0,1589,11484,11509,1.0021769418321143,0,0.0
4861,1535070030.718382,2018-08-23T20:20:30.718382,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3036208152770996,248.23854184150696,4,172.27.224.250_172.27.224.70,1591,1.0,0.007012128829956055,0.0,22993,-0.0,1590,11484,11509,1.0021769418321143,0,0.0
4862,1535070030.725394,2018-08-23T20:20:30.725394,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.007012128829956055,248.2455539703369,4,172.27.224.250_172.27.224.70,1592,1.0,0.007012128829956055,0.0,22993,-0.0,1591,11484,11509,1.0021769418321143,0,0.0
4882,1535070030.935599,2018-08-23T20:20:30.935599,Modbus/TCP,172.27.224.250,172.27.224.251,502,52172,12,1,0,6,1,6,6.0,,,,,66,0,1,0,Write Single Register,0.210205078125,248.4557590484619,3,172.27.224.250_172.27.224.251,86,1.0,,0.0,1241,-0.0,85,0,1241,1241.0,0,0.0
4884,1535070031.03042,2018-08-23T20:20:31.030420,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09482097625732422,248.55058002471924,4,172.27.224.250_172.27.224.70,1593,1.0,0.0043909549713134766,0.0,22993,-0.0,1592,11484,11509,1.0021769418321143,0,0.0
4885,1535070031.034811,2018-08-23T20:20:31.034811,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0043909549713134766,248.55497097969055,4,172.27.224.250_172.27.224.70,1594,1.0,0.0043909549713134766,0.0,22993,-0.0,1593,11484,11509,1.0021769418321143,0,0.0
4888,1535070031.34254,2018-08-23T20:20:31.342540,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30772900581359863,248.86269998550415,4,172.27.224.250_172.27.224.70,1595,1.0,0.002947092056274414,0.0,22993,-0.0,1594,11484,11509,1.0021769418321143,0,0.0
4889,1535070031.345487,2018-08-23T20:20:31.345487,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.002947092056274414,248.86564707756042,4,172.27.224.250_172.27.224.70,1596,1.0,0.002947092056274414,0.0,22993,-0.0,1595,11484,11509,1.0021769418321143,0,0.0
4891,1535070031.65435,2018-08-23T20:20:31.654350,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30886292457580566,249.17451000213623,4,172.27.224.250_172.27.224.70,1597,1.0,0.010475873947143555,0.0,22993,-0.0,1596,11484,11509,1.0021769418321143,0,0.0
4892,1535070031.664826,2018-08-23T20:20:31.664826,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010475873947143555,249.18498587608337,4,172.27.224.250_172.27.224.70,1598,1.0,0.010475873947143555,0.0,22993,-0.0,1597,11484,11509,1.0021769418321143,0,0.0
4894,1535070031.966424,2018-08-23T20:20:31.966424,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30159807205200195,249.48658394813538,4,172.27.224.250_172.27.224.70,1599,1.0,0.009046077728271484,0.0,22993,-0.0,1598,11484,11509,1.0021769418321143,0,0.0
4895,1535070031.97547,2018-08-23T20:20:31.975470,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.009046077728271484,249.49563002586365,4,172.27.224.250_172.27.224.70,1600,1.0,0.009046077728271484,0.0,22993,-0.0,1599,11484,11509,1.0021769418321143,0,0.0
4898,1535070032.278289,2018-08-23T20:20:32.278289,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30281901359558105,249.79844903945923,4,172.27.224.250_172.27.224.70,1601,1.0,0.00651097297668457,0.0,22993,-0.0,1600,11484,11509,1.0021769418321143,0,0.0
4899,1535070032.2848,2018-08-23T20:20:32.284800,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.00651097297668457,249.8049600124359,4,172.27.224.250_172.27.224.70,1602,1.0,0.00651097297668457,0.0,22993,-0.0,1601,11484,11509,1.0021769418321143,0,0.0
4907,1535070032.590308,2018-08-23T20:20:32.590308,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3055078983306885,250.1104679107666,4,172.27.224.250_172.27.224.70,1603,1.0,0.005133152008056641,0.0,22993,-0.0,1602,11484,11509,1.0021769418321143,0,0.0
4908,1535070032.595441,2018-08-23T20:20:32.595441,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.005133152008056641,250.11560106277466,4,172.27.224.250_172.27.224.70,1604,1.0,0.005133152008056641,0.0,22993,-0.0,1603,11484,11509,1.0021769418321143,0,0.0
4910,1535070032.902359,2018-08-23T20:20:32.902359,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3069179058074951,250.42251896858215,4,172.27.224.250_172.27.224.70,1605,1.0,0.002405881881713867,0.0,22993,-0.0,1604,11484,11509,1.0021769418321143,0,0.0
4911,1535070032.904765,2018-08-23T20:20:32.904765,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.002405881881713867,250.42492485046387,4,172.27.224.250_172.27.224.70,1606,1.0,0.002405881881713867,0.0,22993,-0.0,1605,11484,11509,1.0021769418321143,0,0.0
4913,1535070033.214437,2018-08-23T20:20:33.214437,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30967211723327637,250.73459696769714,4,172.27.224.250_172.27.224.70,1607,1.0,0.01100301742553711,0.0,22993,-0.0,1606,11484,11509,1.0021769418321143,0,0.0
4914,1535070033.22544,2018-08-23T20:20:33.225440,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.01100301742553711,250.74559998512268,4,172.27.224.250_172.27.224.70,1608,1.0,0.01100301742553711,0.0,22993,-0.0,1607,11484,11509,1.0021769418321143,0,0.0
4916,1535070033.526658,2018-08-23T20:20:33.526658,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30121803283691406,251.0468180179596,4,172.27.224.250_172.27.224.70,1609,1.0,0.008160829544067383,0.0,22993,-0.0,1608,11484,11509,1.0021769418321143,0,0.0
4917,1535070033.534819,2018-08-23T20:20:33.534819,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008160829544067383,251.05497884750366,4,172.27.224.250_172.27.224.70,1610,1.0,0.008160829544067383,0.0,22993,-0.0,1609,11484,11509,1.0021769418321143,0,0.0
4938,1535070033.825654,2018-08-23T20:20:33.825654,Modbus/TCP,172.27.224.250,172.27.224.251,502,52173,12,1,0,6,1,6,6.0,,,,,66,0,1,0,Write Single Register,0.2908351421356201,251.34581398963928,3,172.27.224.250_172.27.224.251,87,1.0,,0.0,1241,-0.0,86,0,1241,1241.0,0,0.0
4939,1535070033.838285,2018-08-23T20:20:33.838285,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.012630939483642578,251.35844492912292,4,172.27.224.250_172.27.224.70,1611,1.0,0.006540060043334961,0.0,22993,-0.0,1610,11484,11509,1.0021769418321143,0,0.0
4940,1535070033.844825,2018-08-23T20:20:33.844825,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006540060043334961,251.36498498916626,4,172.27.224.250_172.27.224.70,1612,1.0,0.006540060043334961,0.0,22993,-0.0,1611,11484,11509,1.0021769418321143,0,0.0
4943,1535070034.15038,2018-08-23T20:20:34.150380,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3055548667907715,251.67053985595703,4,172.27.224.250_172.27.224.70,1613,1.0,0.005129098892211914,0.0,22993,-0.0,1612,11484,11509,1.0021769418321143,0,0.0
4944,1535070034.155509,2018-08-23T20:20:34.155509,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.005129098892211914,251.67566895484924,4,172.27.224.250_172.27.224.70,1614,1.0,0.005129098892211914,0.0,22993,-0.0,1613,11484,11509,1.0021769418321143,0,0.0
4947,1535070034.46226,2018-08-23T20:20:34.462260,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.306751012802124,251.98241996765137,4,172.27.224.250_172.27.224.70,1615,1.0,0.0026009082794189453,0.0,22993,-0.0,1614,11484,11509,1.0021769418321143,0,0.0
