packet_number,timestamp,datetime,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,flow_id,flow_pkt_count,unique_func_codes
665,1535066188.860908,2018-08-23T19:16:28.860908,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30049705505371094,33.72677493095398,0.1551177978515625,0.14349675224449474,172.27.224.250_172.27.224.70,217,1
666,1535066189,2018-08-23T19:16:28.869750,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.008841991,33.73561692237854,0.12569799423217773,0.13991355989368096,172.27.224.250_172.27.224.70,218,1
668,1535066189.173375,2018-08-23T19:16:29.173375,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30362486839294434,34.039241790771484,0.15529937744140626,0.14342371654770536,172.27.224.250_172.27.224.70,219,1
669,1535066189.180399,2018-08-23T19:16:29.180399,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.00702405,34.046265840530396,0.12555010318756105,0.13984229408395113,172.27.224.250_172.27.224.70,220,1
671,1535066189.484823,2018-08-23T19:16:29.484823,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3044240474700928,34.35068988800049,0.15551269054412842,0.1431549657766212,172.27.224.250_172.27.224.70,221,1
672,1535066189.489764,2018-08-23T19:16:29.489764,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.004940987,34.35563087463379,0.1252964973449707,0.13944419652204107,172.27.224.250_172.27.224.70,222,1
674,1535066189.796824,2018-08-23T19:16:29.796824,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30706000328063965,34.66269087791443,0.15564680099487305,0.1429872585484943,172.27.224.250_172.27.224.70,223,1
675,1535066189.800439,2018-08-23T19:16:29.800439,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003614902,34.66630578041077,0.13389217853546143,0.1483603496815631,172.27.224.250_172.27.224.70,224,1
683,1535066190.108778,2018-08-23T19:16:30.108778,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30833911895751953,34.974644899368286,0.1559952974319458,0.1568698343565705,172.27.224.250_172.27.224.70,225,1
684,1535066190.120405,2018-08-23T19:16:30.120405,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011626958847045898,34.98627185821533,0.15599939823150635,0.15686564032009864,172.27.224.250_172.27.224.70,226,1
687,1535066190.420764,2018-08-23T19:16:30.420764,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30035901069641113,35.28663086891174,0.15598559379577637,0.15685151683309936,172.27.224.250_172.27.224.70,227,1
688,1535066190.429754,2018-08-23T19:16:30.429754,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.008990049,35.295620918273926,0.15600039958953857,0.1568360903647256,172.27.224.250_172.27.224.70,228,1
690,1535066190.732784,2018-08-23T19:16:30.732784,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30303001403808594,35.59865093231201,0.15594091415405273,0.156773978,172.27.224.250_172.27.224.70,229,1
691,1535066190.740433,2018-08-23T19:16:30.740433,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007648945,35.60629987716675,0.15600340366363524,0.15670813569118516,172.27.224.250_172.27.224.70,230,1
693,1535066191.044897,2018-08-23T19:16:31.044897,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30446410179138184,35.91076397895813,0.15600740909576416,0.15671235126338312,172.27.224.250_172.27.224.70,231,1
694,1535066191,2018-08-23T19:16:31.049750,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.00485301,35.91561698913574,0.1559986114501953,0.15672177643809018,172.27.224.250_172.27.224.70,232,1
715,1535066191.350324,2018-08-23T19:16:31.350324,172.27.224.250,172.27.224.251,502,50847,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.30057382583618164,36.216190814971924,0.1553499937057495,0.1560390543537152,172.27.224.250_172.27.224.251,13,1
716,1535066191.356756,2018-08-23T19:16:31.356756,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.006432056,36.222622871398926,0.1556317090988159,0.155736922,172.27.224.250_172.27.224.70,233,1
717,1535066191,2018-08-23T19:16:31.359770,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003014088,36.22563695907593,0.12509920597076415,0.1523651121943129,172.27.224.250_172.27.224.70,234,1
720,1535066191.669228,2018-08-23T19:16:31.669228,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30945801734924316,36.53509497642517,0.1548823118209839,0.15676522901410228,172.27.224.250_172.27.224.70,235,1
721,1535066191.680466,2018-08-23T19:16:31.680466,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011237859725952148,36.54633283615112,0.125970197,0.15358283612100285,172.27.224.250_172.27.224.70,236,1
723,1535066191.980755,2018-08-23T19:16:31.980755,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3002891540527344,36.84662199020386,0.15510010719299316,0.15652703533852347,172.27.224.250_172.27.224.70,237,1
724,1535066192,2018-08-23T19:16:31.989800,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009044886,36.85566687583923,0.12570159435272216,0.15322915299919537,172.27.224.250_172.27.224.70,238,1
727,1535066192.292756,2018-08-23T19:16:32.292756,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30295610427856445,37.15862298,0.15523231029510498,0.15637371950075832,172.27.224.250_172.27.224.70,239,1
728,1535066192.300442,2018-08-23T19:16:32.300442,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.0076859,37.166308879852295,0.1255544900894165,0.15303113223895767,172.27.224.250_172.27.224.70,240,1
730,1535066192.604769,2018-08-23T19:16:32.604769,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30432701110839844,37.47063589096069,0.1555018901824951,0.15605876606951963,172.27.224.250_172.27.224.70,241,1
731,1535066192.609792,2018-08-23T19:16:32.609792,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005023003,37.475658893585205,0.12594680786132811,0.1534970308726744,172.27.224.250_172.27.224.70,242,1
739,1535066192.916777,2018-08-23T19:16:32.916777,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30698490142822266,37.78264379501343,0.15600209236145018,0.1568827802421763,172.27.224.250_172.27.224.70,243,1
740,1535066192.920455,2018-08-23T19:16:32.920455,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003678083,37.78632187843323,0.15606849193572997,0.15681095861022787,172.27.224.250_172.27.224.70,244,1
742,1535066193.229213,2018-08-23T19:16:33.229213,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30875802,38.09507989883423,0.15599849224090576,0.15673501603347348,172.27.224.250_172.27.224.70,245,1
743,1535066193.239798,2018-08-23T19:16:33.239798,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.01058507,38.10566497,0.15593321323394777,0.15680212845325858,172.27.224.250_172.27.224.70,246,1
745,1535066193.540736,2018-08-23T19:16:33.540736,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3009378910064697,38.40660285949707,0.1559980869293213,0.15686860893666615,172.27.224.250_172.27.224.70,247,1
746,1535066193.550478,2018-08-23T19:16:33.550478,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009742022,38.41634488105774,0.1560678005218506,0.15679618366750764,172.27.224.250_172.27.224.70,248,1
748,1535066193.852712,2018-08-23T19:16:33.852712,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3022339344024658,38.718578815460205,0.15599558353424073,0.15672116132886083,172.27.224.250_172.27.224.70,249,1
749,1535066193.859786,2018-08-23T19:16:33.859786,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007074118,38.72565293312073,0.15593440532684327,0.15678559490798888,172.27.224.250_172.27.224.70,250,1
751,1535066194.164754,2018-08-23T19:16:34.164754,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30496788024902344,39.03062081336975,0.15599849224090576,0.15685310717047138,172.27.224.250_172.27.224.70,251,1
752,1535066194.170457,2018-08-23T19:16:34.170457,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005702972,39.03632378578186,0.15606648921966554,0.15678051666124046,172.27.224.250_172.27.224.70,252,1
773,1535066194.250658,2018-08-23T19:16:34.250658,172.27.224.250,172.27.224.251,502,50848,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.080201149,39.11652493476868,0.1333881139755249,0.14871944851858293,172.27.224.250_172.27.224.251,14,1
776,1535066194.476717,2018-08-23T19:16:34.476717,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.2260589599609375,39.342583894729614,0.15562620162963867,0.14371079660701574,172.27.224.250_172.27.224.70,253,1
777,1535066194.479815,2018-08-23T19:16:34.479815,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003098011,39.34568190574646,0.12506020069122314,0.13997929546524707,172.27.224.250_172.27.224.70,254,1
779,1535066194.789067,2018-08-23T19:16:34.789067,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3092520236968994,39.65493392944336,0.15492689609527588,0.14462584121474195,172.27.224.250_172.27.224.70,255,1
780,1535066194.800499,2018-08-23T19:16:34.800499,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011431932,39.66636586,0.1259763,0.14108308406216577,172.27.224.250_172.27.224.70,256,1
782,1535066195.100773,2018-08-23T19:16:35.100773,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.300274134,39.96663999557495,0.1550295114517212,0.1443638789316999,172.27.224.250_172.27.224.70,257,1
783,1535066195.109818,2018-08-23T19:16:35.109818,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009044886,39.97568488121033,0.1257106065750122,0.1408761287517198,172.27.224.250_172.27.224.70,258,1
785,1535066195.413063,2018-08-23T19:16:35.413063,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30324506759643555,40.27892994880676,0.1553277015686035,0.14425552100285854,172.27.224.250_172.27.224.70,259,1
786,1535066195.420519,2018-08-23T19:16:35.420519,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007456064,40.286386013031006,0.12557651996612548,0.14059769558970306,172.27.224.250_172.27.224.70,260,1
794,1535066195.724825,2018-08-23T19:16:35.724825,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3043057918548584,40.590691804885864,0.15543680191040038,0.14397821165987773,172.27.224.250_172.27.224.70,261,1
795,1535066195.730477,2018-08-23T19:16:35.730477,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005652189,40.596343994140625,0.14798190593719482,0.1501061849613421,172.27.224.250_172.27.224.70,262,1
797,1535066196.036728,2018-08-23T19:16:36.036728,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30625081062316895,40.902594804763794,0.15600109100341797,0.15673641972256974,172.27.224.250_172.27.224.70,263,1
798,1535066196.039854,2018-08-23T19:16:36.039854,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003126144,40.905720949172974,0.15600390434265138,0.15673337046458807,172.27.224.250_172.27.224.70,264,1
801,1535066196.348692,2018-08-23T19:16:36.348692,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.308837891,41.214558839797974,0.15596249103546142,0.15668842717012477,172.27.224.250_172.27.224.70,265,1
802,1535066196.360528,2018-08-23T19:16:36.360528,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011836051940917969,41.22639489173889,0.15600290298461914,0.15664705573394683,172.27.224.250_172.27.224.70,266,1
804,1535066196.660688,2018-08-23T19:16:36.660688,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30015993118286133,41.52655482292175,0.15599148273468016,0.1566353727960956,172.27.224.250_172.27.224.70,267,1
805,1535066196.669842,2018-08-23T19:16:36.669842,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009154081,41.53570890426636,0.15600240230560303,0.15662399381757192,172.27.224.250_172.27.224.70,268,1
807,1535066196.972697,2018-08-23T19:16:36.972697,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3028550148010254,41.83856391906738,0.15596339702606202,0.15658329379278035,172.27.224.250_172.27.224.70,269,1
808,1535066196.980513,2018-08-23T19:16:36.980513,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007816076,41.84637999534607,0.15599939823150635,0.15654539236727372,172.27.224.250_172.27.224.70,270,1
828,1535066197,2018-08-23T19:16:37.150690,172.27.224.250,172.27.224.251,502,50849,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.17017698287963867,42.01655697822571,0.14258651733398436,0.14793591053034957,172.27.224.250_172.27.224.251,15,1
830,1535066197.284834,2018-08-23T19:16:37.284834,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.13414382934570312,42.15070080757141,0.1554356813430786,0.14009304893400326,172.27.224.250_172.27.224.70,271,1
831,1535066197.289867,2018-08-23T19:16:37.289867,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005033016,42.155733823776245,0.1253139019012451,0.13639693045182394,172.27.224.250_172.27.224.70,272,1
834,1535066198,2018-08-23T19:16:37.596740,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.306873083,42.46260690689087,0.15568859577178956,0.13993838789297283,172.27.224.250_172.27.224.70,273,1
835,1535066197.600528,2018-08-23T19:16:37.600528,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003787994,42.466394901275635,0.1251836061477661,0.13603852147373688,172.27.224.250_172.27.224.70,274,1
837,1535066197.908674,2018-08-23T19:16:37.908674,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30814599990844727,42.77454090118408,0.15481460094451904,0.14079375178779754,172.27.224.250_172.27.224.70,275,1
838,1535066197.919865,2018-08-23T19:16:37.919865,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011190891,42.78573179244995,0.12591769695281982,0.1372581182537586,172.27.224.250_172.27.224.70,276,1
840,1535066198.220657,2018-08-23T19:16:38.220657,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30079221725463867,43.08652400970459,0.15508151054382324,0.14063356440221408,172.27.224.250_172.27.224.70,277,1
842,1535066198.230547,2018-08-23T19:16:38.230547,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009889841,43.09641385,0.1257849931716919,0.1368945043731818,172.27.224.250_172.27.224.70,278,1
844,1535066198.532749,2018-08-23T19:16:38.532749,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3022019863128662,43.39861583709717,0.15522358417510987,0.1403174700700011,172.27.224.250_172.27.224.70,279,1
845,1535066198.539915,2018-08-23T19:16:38.539915,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007166147,43.405781984329224,0.13892250061035155,0.14766368654219644,172.27.224.250_172.27.224.70,280,1
853,1535066198.844666,2018-08-23T19:16:38.844666,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.304750919,43.710532903671265,0.15598320960998535,0.1566335531506521,172.27.224.250_172.27.224.70,281,1
854,1535066198.850505,2018-08-23T19:16:38.850505,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005839109,43.71637201309204,0.15606381893157958,0.1565474208266658,172.27.224.250_172.27.224.70,282,1
856,1535066199.156616,2018-08-23T19:16:39.156616,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30611085891723633,44.02248287200928,0.15598759651184083,0.1564659979583012,172.27.224.250_172.27.224.70,283,1
857,1535066199.159886,2018-08-23T19:16:39.159886,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003269911,44.025752782821655,0.15593578815460205,0.15652206889143114,172.27.224.250_172.27.224.70,284,1
859,1535066199.468726,2018-08-23T19:16:39.468726,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3088400363922119,44.33459281921387,0.1560051918029785,0.15659719553639642,172.27.224.250_172.27.224.70,285,1
860,1535066199,2018-08-23T19:16:39.480560,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011834144592285156,44.34642696380615,0.15606951713562012,0.15653121899660605,172.27.224.250_172.27.224.70,286,1
862,1535066199.780715,2018-08-23T19:16:39.780715,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3001549243927002,44.64658188819885,0.15600578784942626,0.15646586660978207,172.27.224.250_172.27.224.70,287,1
863,1535066199.789899,2018-08-23T19:16:39.789899,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009184122,44.655766010284424,0.1559352159500122,0.15653923489687258,172.27.224.250_172.27.224.70,288,1
884,1535066200.050745,2018-08-23T19:16:40.050745,172.27.224.250,172.27.224.251,502,50850,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.2608458995819092,44.91661190986633,0.1517996072769165,0.1527459908168702,172.27.224.250_172.27.224.251,16,1
885,1535066200.092627,2018-08-23T19:16:40.092627,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.041882038,44.95849394798279,0.15527119636535644,0.1494525395989767,172.27.224.250_172.27.224.70,289,1
886,1535066200,2018-08-23T19:16:40.099920,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007292986,44.965786933898926,0.1255254030227661,0.1459565366447679,172.27.224.250_172.27.224.70,290,1
890,1535066200.405209,2018-08-23T19:16:40.405209,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30528903007507324,45.27107596,0.1554703950881958,0.14935153257438272,172.27.224.250_172.27.224.70,291,1
891,1535066200,2018-08-23T19:16:40.410580,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005370855,45.27644681930542,0.12539639472961425,0.14588648176569025,172.27.224.250_172.27.224.70,292,1
893,1535066200.716618,2018-08-23T19:16:40.716618,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30603814125061035,45.58248496055603,0.1556732177734375,0.14910678218185283,172.27.224.250_172.27.224.70,293,1
894,1535066200.719899,2018-08-23T19:16:40.719899,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003280878,45.58576583862305,0.12511730194091797,0.14549616389956396,172.27.224.250_172.27.224.70,294,1
897,1535066201.028611,2018-08-23T19:16:41.028611,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3087120056152344,45.89447784423828,0.15480508804321289,0.15003055186165984,172.27.224.250_172.27.224.70,295,1
898,1535066201.040579,2018-08-23T19:16:41.040579,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011968135833740234,45.90644598007202,0.1259864091873169,0.14664892161853144,172.27.224.250_172.27.224.70,296,1
900,1535066201.340821,2018-08-23T19:16:41.340821,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30024194717407227,46.206687927246094,0.155092192,0.1497419663581447,172.27.224.250_172.27.224.70,297,1
901,1535066201.349931,2018-08-23T19:16:41.349931,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009109974,46.215797901153564,0.12991859912872314,0.15114149807038454,172.27.224.250_172.27.224.70,298,1
909,1535066201.652588,2018-08-23T19:16:41.652588,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.302656889,46.518454790115356,0.15599608421325684,0.15666010637572678,172.27.224.250_172.27.224.70,299,1
910,1535066201.660565,2018-08-23T19:16:41.660565,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007977009,46.52643179893494,0.15606448650360108,0.1565880968994732,172.27.224.250_172.27.224.70,300,1
912,1535066201.964833,2018-08-23T19:16:41.964833,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30426812171936035,46.83069992,0.15596239566802977,0.15648029257423152,172.27.224.250_172.27.224.70,301,1
913,1535066202,2018-08-23T19:16:41.969930,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005096912,46.83579683303833,0.15593500137329103,0.15650960644926748,172.27.224.250_172.27.224.70,302,1
916,1535066202.276576,2018-08-23T19:16:42.276576,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30664610862731934,47.14244294166565,0.15599579811096193,0.15657449788250014,172.27.224.250_172.27.224.70,303,1
917,1535066202,2018-08-23T19:16:42.280590,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.004014015,47.14645696,0.15606911182403566,0.15649519774984116,172.27.224.250_172.27.224.70,304,1
919,1535066202.588579,2018-08-23T19:16:42.588579,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30798888206481934,47.45444583892822,0.15599679946899414,0.15641697604059313,172.27.224.250_172.27.224.70,305,1
920,1535066202.599927,2018-08-23T19:16:42.599927,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011348009,47.46579384803772,0.15593478679656983,0.15648053187088112,172.27.224.250_172.27.224.70,306,1
922,1535066202.900577,2018-08-23T19:16:42.900577,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30065011978149414,47.766443967819214,0.155975604,0.15652240382612473,172.27.224.250_172.27.224.70,307,1
923,1535066202.910604,2018-08-23T19:16:42.910604,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.010026931762695312,47.77647089958191,0.15606729984283446,0.15642704499032867,172.27.224.250_172.27.224.70,308,1
943,1535066202.951733,2018-08-23T19:16:42.951733,172.27.224.250,172.27.224.251,502,50851,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.041129112243652344,47.81760001182556,0.1299145221710205,0.15096260948793597,172.27.224.250_172.27.224.251,17,1
946,1535066203.212538,2018-08-23T19:16:43.212538,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.2608048915863037,48.078404903411865,0.15519731044769286,0.1494355018742087,172.27.224.250_172.27.224.70,309,1
947,1535066203.220652,2018-08-23T19:16:43.220652,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.0081141,48.08651900291443,0.12558190822601317,0.14591449804776743,172.27.224.250_172.27.224.70,310,1
949,1535066203.524565,2018-08-23T19:16:43.524565,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.303912878,48.39043188095093,0.15546350479125975,0.1490620933639596,172.27.224.250_172.27.224.70,311,1
950,1535066203.529953,2018-08-23T19:16:43.529953,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005388021,48.395819902420044,0.12533769607543946,0.14551303744045083,172.27.224.250_172.27.224.70,312,1
952,1535066203.836531,2018-08-23T19:16:43.836531,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3065779209136963,48.70239782333374,0.1555940866470337,0.14889985017521645,172.27.224.250_172.27.224.70,313,1
