packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,flow_id,flow_pkt_count,unique_func_codes
8612,1535066591.206318,2018-08-23T19:23:11.206318,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,50985.0,12.0,1.0,0.0,6.0,1.0,6.0,6.0,,,,,66,0,1,0,Write Single Register,0.0008819103240966797,436.07833194732666,0.001986980438232422,0.003531531500644243,172.27.224.250_172.27.224.251,3775,1.0
8613,1535066591.306596,2018-08-23T19:23:11.306596,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.10027813911437988,436.17861008644104,0.011989593505859375,0.031215851558876122,172.27.224.250_172.27.224.70,4195,1.0
8614,1535066591.402602,2018-08-23T19:23:11.402602,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09600591659545898,436.2746160030365,0.02156538963317871,0.04051581619901838,172.27.224.250_172.27.224.70,4196,1.0
8615,1535066591.405552,2018-08-23T19:23:11.405552,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.002949953079223633,436.2775659561157,0.02183539867401123,0.04036670244981497,172.27.224.250_172.27.224.70,4197,1.0
8616,1535066591.408559,2018-08-23T19:23:11.408559,TCP,172.27.224.251,172.27.224.250,50985.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.003007173538208008,436.28057312965393,0.02211141586303711,0.04021182429856824,172.27.224.250_172.27.224.251,3776,1.0
8617,1535066591.618608,2018-08-23T19:23:11.618608,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21004891395568848,436.4906220436096,0.043090009689331056,0.07070679063957222,172.27.224.250_172.27.224.70,4198,1.0
8618,1535066591.714635,2018-08-23T19:23:11.714635,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09602689743041992,436.58664894104004,0.0526688814163208,0.0707448774251221,172.27.224.250_172.27.224.70,4199,1.0
8619,1535066591.726224,2018-08-23T19:23:11.726224,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.01158905029296875,436.598237991333,0.053802990913391115,0.06989696871992791,172.27.224.250_172.27.224.70,4200,1.0
8620,1535066591.946608,2018-08-23T19:23:11.946608,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.2203841209411621,436.81862211227417,0.07507600784301757,0.08502574949139005,172.27.224.250_172.27.224.70,4201,1.0
8621,1535066592.026605,2018-08-23T19:23:12.026605,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.07999682426452637,436.8986189365387,0.08211688995361328,0.08185637703855611,172.27.224.250_172.27.224.70,4202,1.0
8622,1535066592.03559,2018-08-23T19:23:12.035590,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.008985042572021484,436.9076039791107,0.08292720317840577,0.0809984754779153,172.27.224.250_172.27.224.70,4203,1.0
8623,1535066592.220663,2018-08-23T19:23:12.220663,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.1850731372833252,437.09267711639404,0.09140670299530029,0.08721652173539336,None_None,606,
8624,1535066592.258611,2018-08-23T19:23:12.258611,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.037947893142700195,437.13062500953674,0.08560090065002442,0.08879446501079244,172.27.224.250_172.27.224.70,4204,1.0
8625,1535066592.338574,2018-08-23T19:23:12.338574,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.07996296882629395,437.21058797836304,0.09330220222473144,0.08404206607436239,172.27.224.250_172.27.224.70,4205,1.0
8626,1535066592.346206,2018-08-23T19:23:12.346206,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.007632017135620117,437.21821999549866,0.09376468658447265,0.08350094431954373,172.27.224.250_172.27.224.70,4206,1.0
8627,1535066592.554629,2018-08-23T19:23:12.554629,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20842313766479492,437.42664313316345,0.0936021089553833,0.08325058816893537,172.27.224.250_172.27.224.70,4207,1.0
8628,1535066592.624444,2018-08-23T19:23:12.624444,TCP,172.27.224.251,172.27.224.250,50985.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.06981492042541504,437.49645805358887,0.09098091125488281,0.08357776674014024,172.27.224.250_172.27.224.251,3777,1.0
8629,1535066592.634203,2018-08-23T19:23:12.634203,TCP,172.27.224.250,172.27.224.251,502.0,50985.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.009758949279785156,437.50621700286865,0.09079790115356445,0.08377270334564708,172.27.224.250_172.27.224.251,3778,1.0
8630,1535066592.635059,2018-08-23T19:23:12.635059,TCP,172.27.224.250,172.27.224.251,502.0,50985.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.0008561611175537109,437.5070731639862,0.06884510517120361,0.0742656404477082,172.27.224.250_172.27.224.251,3779,1.0
8631,1535066592.635063,2018-08-23T19:23:12.635063,TCP,172.27.224.251,172.27.224.250,50985.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,3.814697265625e-06,437.5070769786835,0.060845804214477536,0.0771818505129228,172.27.224.250_172.27.224.251,3780,1.0
8632,1535066592.635235,2018-08-23T19:23:12.635235,TCP,172.27.224.250,172.27.224.251,502.0,50985.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.00017213821411132812,437.5072491168976,0.05996451377868652,0.07788690580069614,172.27.224.250_172.27.224.251,3781,1.0
8633,1535066592.644215,2018-08-23T19:23:12.644215,TCP,172.27.224.250,172.27.224.251,502.0,50985.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.008980035781860352,437.51622915267944,0.04235520362854004,0.06535688532851476,172.27.224.250_172.27.224.251,3782,1.0
8634,1535066592.650586,2018-08-23T19:23:12.650586,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.0063707828521728516,437.5225999355316,0.03919749259948731,0.06634877952663294,172.27.224.250_172.27.224.70,4208,1.0
8635,1535066592.65621,2018-08-23T19:23:12.656210,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.005624055862426758,437.52822399139404,0.03176360130310059,0.06543204202014814,172.27.224.250_172.27.224.70,4209,1.0
8636,1535066592.882609,2018-08-23T19:23:12.882609,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.22639894485473633,437.7546229362488,0.05364029407501221,0.08884872027153341,172.27.224.250_172.27.224.70,4210,1.0
8637,1535066592.962619,2018-08-23T19:23:12.962619,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.08001017570495605,437.83463311195374,0.04079899787902832,0.0715972601528167,172.27.224.250_172.27.224.70,4211,1.0
8638,1535066592.965537,2018-08-23T19:23:12.965537,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0029180049896240234,437.83755111694336,0.034109306335449216,0.07171009156015934,172.27.224.250_172.27.224.70,4212,1.0
8639,1535066593.178615,2018-08-23T19:23:13.178615,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21307802200317383,438.05062913894653,0.054441213607788086,0.0904212560124397,172.27.224.250_172.27.224.70,4213,1.0
8640,1535066593.278596,2018-08-23T19:23:13.278596,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09998083114624023,438.1506099700928,0.06435368061065674,0.08932087024016411,172.27.224.250_172.27.224.70,4214,1.0
8641,1535066593.286215,2018-08-23T19:23:13.286215,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.007619142532348633,438.1582291126251,0.06511521339416504,0.08874186284463624,172.27.224.250_172.27.224.70,4215,1.0
8642,1535066593.502581,2018-08-23T19:23:13.502581,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21636581420898438,438.3745949268341,0.08673458099365235,0.09710317231870787,172.27.224.250_172.27.224.70,4216,1.0
8643,1535066593.582597,2018-08-23T19:23:13.582597,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.0800161361694336,438.45461106300354,0.09383819103240967,0.09330713329474283,172.27.224.250_172.27.224.70,4217,1.0
8644,1535066593.585541,2018-08-23T19:23:13.585541,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0029439926147460938,438.4575550556183,0.09349551200866699,0.09366964623744595,172.27.224.250_172.27.224.70,4218,1.0
8645,1535066593.798577,2018-08-23T19:23:13.798577,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21303606033325195,438.67059111595154,0.11423671245574951,0.09500444408602715,172.27.224.250_172.27.224.70,4219,1.0
8646,1535066593.890428,2018-08-23T19:23:13.890428,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.09185099601745605,438.762442111969,0.10078191757202148,0.0865017908838084,None_None,607,
8647,1535066593.894156,2018-08-23T19:23:13.894156,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.0037279129028320312,438.7661700248718,0.09315369129180909,0.09174188104269555,None_None,608,
8648,1535066593.894583,2018-08-23T19:23:13.894583,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.00042700767517089844,438.766597032547,0.09290459156036376,0.09201708349879666,172.27.224.250_172.27.224.70,4220,1.0
8649,1535066593.906229,2018-08-23T19:23:13.906229,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.011646032333374023,438.77824306488037,0.0727613925933838,0.08453014473326505,172.27.224.250_172.27.224.70,4221,1.0
8650,1535066594.072258,2018-08-23T19:23:14.072258,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.1660289764404297,438.9442720413208,0.07936620712280273,0.08933695075355834,None_None,609,
8651,1535066594.074079,2018-08-23T19:23:14.074079,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.0018210411071777344,438.946093082428,0.07878639698028564,0.08987155440870026,None_None,610,
8652,1535066594.074093,2018-08-23T19:23:14.074093,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,1.4066696166992188e-05,438.94610714912415,0.05715122222900391,0.07837817350281819,172.27.224.250_172.27.224.251,3783,1.0
8653,1535066594.084336,2018-08-23T19:23:14.084336,TCP,172.27.224.250,172.27.224.251,502.0,50986.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.010242938995361328,438.9563500881195,0.05017390251159668,0.07921769974554373,172.27.224.250_172.27.224.251,3784,1.0
8654,1535066594.084341,2018-08-23T19:23:14.084341,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,5.0067901611328125e-06,438.95635509490967,0.04988000392913818,0.0794175921751262,172.27.224.250_172.27.224.251,3785,1.0
8655,1535066594.084961,2018-08-23T19:23:14.084961,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0006198883056640625,438.95697498321533,0.028638386726379396,0.05583605242937424,172.27.224.250_172.27.224.251,3786,1.0
8656,1535066594.085197,2018-08-23T19:23:14.085197,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00023603439331054688,438.95721101760864,0.019476890563964844,0.051672593513162425,172.27.224.250_172.27.224.251,3787,1.0
8657,1535066594.085446,2018-08-23T19:23:14.085446,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024890899658203125,438.9574599266052,0.019128990173339844,0.051801959330549804,172.27.224.250_172.27.224.251,3788,1.0
8658,1535066594.085697,2018-08-23T19:23:14.085697,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002510547637939453,438.957710981369,0.01911139488220215,0.05180904695168584,172.27.224.250_172.27.224.251,3789,1.0
8659,1535066594.085945,2018-08-23T19:23:14.085945,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.000247955322265625,438.9579589366913,0.01797158718109131,0.05211600544561752,172.27.224.250_172.27.224.251,3790,1.0
8660,1535066594.086192,2018-08-23T19:23:14.086192,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024700164794921875,438.95820593833923,0.0013933897018432618,0.0031535925525906765,172.27.224.250_172.27.224.251,3791,1.0
8661,1535066594.086441,2018-08-23T19:23:14.086441,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002491474151611328,438.9584550857544,0.0012362003326416016,0.0031690453101148163,172.27.224.250_172.27.224.251,3792,1.0
8662,1535066594.086689,2018-08-23T19:23:14.086689,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.000247955322265625,438.95870304107666,0.001259589195251465,0.0031598730773426606,172.27.224.250_172.27.224.251,3793,1.0
8663,1535066594.086944,2018-08-23T19:23:14.086944,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002551078796386719,438.9589581489563,0.00026080608367919924,0.00014754013649912473,172.27.224.250_172.27.224.251,3794,1.0
8664,1535066594.087185,2018-08-23T19:23:14.087185,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024080276489257812,438.9591989517212,0.00028438568115234374,0.00011800174524680757,172.27.224.250_172.27.224.251,3795,1.0
8665,1535066594.087439,2018-08-23T19:23:14.087439,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002541542053222656,438.9594531059265,0.0002478122711181641,5.729987330134834e-06,172.27.224.250_172.27.224.251,3796,1.0
8666,1535066594.08769,2018-08-23T19:23:14.087690,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002510547637939453,438.9597041606903,0.0002493143081665039,4.010112126113298e-06,172.27.224.250_172.27.224.251,3797,1.0
8667,1535066594.095894,2018-08-23T19:23:14.095894,TCP,172.27.224.250,172.27.224.251,502.0,50986.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.008203983306884766,438.9679081439972,0.0010448217391967774,0.002515476158053836,172.27.224.250_172.27.224.251,3798,1.0
8668,1535066594.105528,2018-08-23T19:23:14.105528,TCP,172.27.224.250,172.27.224.251,502.0,50986.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.009634017944335938,438.9775421619415,0.0019831180572509764,0.00367103994272929,172.27.224.250_172.27.224.251,3799,1.0
8669,1535066594.106361,2018-08-23T19:23:14.106361,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,50986.0,12.0,1.0,0.0,6.0,1.0,6.0,6.0,,,,,66,0,1,0,Write Single Register,0.0008327960968017578,438.97837495803833,0.00204160213470459,0.003644890721920485,172.27.224.250_172.27.224.251,3800,1.0
8670,1535066594.126594,2018-08-23T19:23:14.126594,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.020233154296875,438.9986081123352,0.004040217399597168,0.006727509071499327,172.27.224.250_172.27.224.70,4222,1.0
8671,1535066594.206572,2018-08-23T19:23:14.206572,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.07997798919677734,439.078586101532,0.012013101577758789,0.024774176872689693,172.27.224.250_172.27.224.70,4223,1.0
8672,1535066594.215587,2018-08-23T19:23:14.215587,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.00901484489440918,439.0876009464264,0.012889790534973144,0.024464767407943337,172.27.224.250_172.27.224.70,4224,1.0
8673,1535066594.220638,2018-08-23T19:23:14.220638,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.005051136016845703,439.09265208244324,0.013369393348693848,0.024235494422637307,None_None,611,
8674,1535066594.308591,2018-08-23T19:23:14.308591,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.08795285224914551,439.1806049346924,0.02214059829711914,0.03317834768766551,172.27.224.250_172.27.224.251,3801,1.0
8675,1535066594.42259,2018-08-23T19:23:14.422590,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.1139991283416748,439.29460406303406,0.033515095710754395,0.04291128573436613,172.27.224.250_172.27.224.70,4225,1.0
8676,1535066594.518595,2018-08-23T19:23:14.518595,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09600496292114258,439.3906090259552,0.04309048652648926,0.045281848192426886,172.27.224.250_172.27.224.70,4226,1.0
8677,1535066594.526253,2018-08-23T19:23:14.526253,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0076580047607421875,439.39826703071594,0.043035888671875,0.045328890504633144,172.27.224.250_172.27.224.70,4227,1.0
8678,1535066594.734571,2018-08-23T19:23:14.734571,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20831799507141113,439.60658502578735,0.06290428638458252,0.06728656154463054,172.27.224.250_172.27.224.70,4228,1.0
8679,1535066594.830595,2018-08-23T19:23:14.830595,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.0960240364074707,439.7026090621948,0.07242341041564941,0.06419176391644224,172.27.224.250_172.27.224.70,4229,1.0
8680,1535066594.835612,2018-08-23T19:23:14.835612,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.00501704216003418,439.70762610435486,0.07090179920196533,0.06572830071433848,172.27.224.250_172.27.224.70,4230,1.0
8681,1535066595.046622,2018-08-23T19:23:15.046622,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21100997924804688,439.9186360836029,0.08400499820709229,0.0793815485714926,172.27.224.250_172.27.224.70,4231,1.0
8682,1535066595.142608,2018-08-23T19:23:15.142608,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09598588943481445,440.0146219730377,0.09270210266113281,0.07488991527152072,172.27.224.250_172.27.224.70,4232,1.0
8683,1535066595.146258,2018-08-23T19:23:15.146258,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.003650188446044922,440.01827216148376,0.09256200790405274,0.07507318643287272,172.27.224.250_172.27.224.70,4233,1.0
8684,1535066595.358574,2018-08-23T19:23:15.358574,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21231579780578613,440.23058795928955,0.1049983024597168,0.08399534481008697,172.27.224.250_172.27.224.70,4234,1.0
8685,1535066595.454592,2018-08-23T19:23:15.454592,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09601807594299316,440.32660603523254,0.10320019721984863,0.0839737123715158,172.27.224.250_172.27.224.70,4235,1.0
8686,1535066595.465635,2018-08-23T19:23:15.465635,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.011043071746826172,440.33764910697937,0.094704008102417,0.0889341650440445,172.27.224.250_172.27.224.70,4236,1.0
8687,1535066595.523909,2018-08-23T19:23:15.523909,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.058274030685424805,440.3959231376648,0.09976561069488525,0.0847725779545452,172.27.224.250_172.27.224.251,3802,1.0
8688,1535066595.534296,2018-08-23T19:23:15.534296,TCP,172.27.224.250,172.27.224.251,502.0,50986.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.010386943817138672,440.40631008148193,0.07997250556945801,0.07955764199028355,172.27.224.250_172.27.224.251,3803,1.0
8689,1535066595.535524,2018-08-23T19:23:15.535524,TCP,172.27.224.250,172.27.224.251,502.0,50986.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.0012278556823730469,440.4075379371643,0.07049288749694824,0.08300548994365546,172.27.224.250_172.27.224.251,3804,1.0
8690,1535066595.535529,2018-08-23T19:23:15.535529,TCP,172.27.224.251,172.27.224.250,50986.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,5.0067901611328125e-06,440.40754294395447,0.06999168395996094,0.08345866921295199,172.27.224.250_172.27.224.251,3805,1.0
8691,1535066595.53569,2018-08-23T19:23:15.535690,TCP,172.27.224.250,172.27.224.251,502.0,50986.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.00016117095947265625,440.40770411491394,0.048906803131103516,0.06930813977004352,172.27.224.250_172.27.224.251,3806,1.0
8692,1535066595.544245,2018-08-23T19:23:15.544245,TCP,172.27.224.250,172.27.224.251,502.0,50986.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.008554935455322266,440.41625905036926,0.040163707733154294,0.06821532886692952,172.27.224.250_172.27.224.251,3807,1.0
8693,1535066595.68661,2018-08-23T19:23:15.686610,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.1423649787902832,440.55862402915955,0.054035186767578125,0.07383740638934537,172.27.224.250_172.27.224.70,4237,1.0
8694,1535066595.766605,2018-08-23T19:23:15.766605,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.07999491691589355,440.63861894607544,0.04080309867858887,0.050484252162371616,172.27.224.250_172.27.224.70,4238,1.0
8695,1535066595.776225,2018-08-23T19:23:15.776225,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.009620189666748047,440.6482391357422,0.03216331005096436,0.047275972370724,172.27.224.250_172.27.224.70,4239,1.0
8696,1535066595.982608,2018-08-23T19:23:15.982608,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20638298988342285,440.8546221256256,0.051697301864624026,0.07165179852400118,172.27.224.250_172.27.224.70,4240,1.0
8697,1535066596.078599,2018-08-23T19:23:16.078599,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09599089622497559,440.9506130218506,0.0554689884185791,0.0730161588130255,172.27.224.250_172.27.224.70,4241,1.0
8698,1535066596.085628,2018-08-23T19:23:16.085628,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.007029056549072266,440.95764207839966,0.05513319969177246,0.07325385370497306,172.27.224.250_172.27.224.70,4242,1.0
8699,1535066596.220553,2018-08-23T19:23:16.220553,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.13492488861083984,441.0925669670105,0.06850290298461914,0.07451217766995036,None_None,612,
8700,1535066596.294597,2018-08-23T19:23:16.294597,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.07404398918151855,441.166610956192,0.07590680122375489,0.07052119173370996,172.27.224.250_172.27.224.70,4243,1.0
8701,1535066596.390613,2018-08-23T19:23:16.390613,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09601616859436035,441.2626271247864,0.08549230098724366,0.06541093558473933,172.27.224.250_172.27.224.70,4244,1.0
8702,1535066596.396288,2018-08-23T19:23:16.396288,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.005674839019775391,441.26830196380615,0.08520429134368897,0.0657925645672537,172.27.224.250_172.27.224.70,4245,1.0
8703,1535066596.606594,2018-08-23T19:23:16.606594,TCP,172.27.224.70,172.27.224.250,49499.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21030616760253906,441.4786081314087,0.09199841022491455,0.07518827384300864,172.27.224.250_172.27.224.70,4246,1.0
