timestamp,length,protocol,src_ip,dst_ip,src_port,dst_port
1535046273.762427,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046273.766672,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046273.963957,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046274.073928,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046274.077332,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046274.275977,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046274.385768,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046274.395109,64,STP,,,,
1535046274.396672,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046274.60357,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046274.697737,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046274.707362,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046274.915557,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046274.964632,60,TCP,172.27.224.251,172.27.224.250,52593.0,502.0
1535046274.965347,60,TCP,172.27.224.250,172.27.224.251,502.0,52593.0
1535046274.966205,60,TCP,172.27.224.250,172.27.224.251,502.0,52593.0
1535046274.966208,60,TCP,172.27.224.251,172.27.224.250,52593.0,502.0
1535046274.966383,60,TCP,172.27.224.250,172.27.224.251,502.0,52593.0
1535046274.975368,60,TCP,172.27.224.250,172.27.224.251,502.0,52593.0
1535046275.009735,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046275.017342,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046275.211959,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046275.321814,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046275.326667,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046275.539549,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046275.633934,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046275.637302,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046275.664453,82,UDP,172.27.224.70,172.27.224.255,64381.0,1947.0
1535046275.835902,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046275.945725,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046275.956651,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046276.163518,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046276.257664,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046276.267333,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046276.395115,64,STP,,,,
1535046276.40319,60,ARP,,,,
1535046276.405256,64,ARP,,,,
1535046276.405261,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.415515,60,TCP,172.27.224.250,172.27.224.251,502.0,52594.0
1535046276.415521,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.415931,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.416178,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.416424,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.416669,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.416922,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.41717,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.417418,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.417666,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.417919,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.418169,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.418418,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.418664,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.427064,60,TCP,172.27.224.250,172.27.224.251,502.0,52594.0
1535046276.436652,60,TCP,172.27.224.250,172.27.224.251,502.0,52594.0
1535046276.437517,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52594.0
1535046276.475477,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046276.569695,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046276.576705,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046276.639744,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046276.771911,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046276.897304,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046276.907366,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046277.115147,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046277.209463,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046277.216713,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046277.411502,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046277.520922,247,BROWSER,172.27.224.70,172.27.224.255,138.0,138.0
1535046277.521312,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046277.527384,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046277.723479,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046277.833384,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046277.836717,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046277.854908,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046277.855402,60,TCP,172.27.224.250,172.27.224.251,502.0,52594.0
1535046277.856681,60,TCP,172.27.224.250,172.27.224.251,502.0,52594.0
1535046277.856684,60,TCP,172.27.224.251,172.27.224.250,52594.0,502.0
1535046277.856841,60,TCP,172.27.224.250,172.27.224.251,502.0,52594.0
1535046277.865407,60,TCP,172.27.224.250,172.27.224.251,502.0,52594.0
1535046278.035497,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046278.145447,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046278.157333,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046278.3631,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046278.395252,64,STP,,,,
1535046278.457239,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046278.466699,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046278.675104,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046278.769319,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046278.777381,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046278.987106,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046279.081853,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046279.086687,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046279.283488,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046279.29345,60,ARP,,,,
1535046279.295328,64,ARP,,,,
1535046279.295335,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.305621,60,TCP,172.27.224.250,172.27.224.251,502.0,52595.0
1535046279.305628,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.306175,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.306418,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.306668,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.306917,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.307176,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.307414,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.307666,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.307913,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.308161,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.30841,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.308661,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.308909,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.317075,60,TCP,172.27.224.250,172.27.224.251,502.0,52595.0
1535046279.326395,60,TCP,172.27.224.250,172.27.224.251,502.0,52595.0
1535046279.327236,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52595.0
1535046279.393294,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046279.396733,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046279.529452,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046279.595486,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046279.7054,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046279.717444,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046279.923072,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046280.017354,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046280.026759,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046280.235056,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046280.329261,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046280.337413,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046280.39507,64,STP,,,,
1535046280.547052,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046280.641261,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046280.646771,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046280.745146,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046280.755501,60,TCP,172.27.224.250,172.27.224.251,502.0,52595.0
1535046280.756694,60,TCP,172.27.224.250,172.27.224.251,502.0,52595.0
1535046280.756699,60,TCP,172.27.224.251,172.27.224.250,52595.0,502.0
1535046280.756865,60,TCP,172.27.224.250,172.27.224.251,502.0,52595.0
1535046280.76549,60,TCP,172.27.224.250,172.27.224.251,502.0,52595.0
1535046280.84342,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046280.953208,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046280.957357,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046281.155445,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046281.26531,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046281.276751,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046281.483041,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046281.577187,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046281.587394,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046281.795031,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046281.889264,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046281.896753,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046282.0914,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046282.193962,60,ARP,,,,
1535046282.195358,64,ARP,,,,
1535046282.195364,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.201249,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046282.205636,60,TCP,172.27.224.250,172.27.224.251,502.0,52596.0
1535046282.205642,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.206688,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.206918,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.207169,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.20742,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.207666,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.207914,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.208163,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.208337,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046282.208416,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.208662,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.20891,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.209159,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.209412,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.218003,60,TCP,172.27.224.250,172.27.224.251,502.0,52596.0
1535046282.226434,60,TCP,172.27.224.250,172.27.224.251,502.0,52596.0
1535046282.227279,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52596.0
1535046282.395055,64,STP,,,,
1535046282.419012,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046282.429557,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046282.52887,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046282.536783,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046282.746615,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046282.840774,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046282.847464,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046283.058617,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046283.152816,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046283.156774,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046283.355011,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046283.464272,146,DHCPv6,,,546.0,547.0
1535046283.464888,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046283.467464,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046283.645595,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046283.655466,60,TCP,172.27.224.250,172.27.224.251,502.0,52596.0
1535046283.656314,60,TCP,172.27.224.250,172.27.224.251,502.0,52596.0
1535046283.656317,60,TCP,172.27.224.251,172.27.224.250,52596.0,502.0
1535046283.656495,60,TCP,172.27.224.250,172.27.224.251,502.0,52596.0
1535046283.665482,60,TCP,172.27.224.250,172.27.224.251,502.0,52596.0
1535046283.666966,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046283.776827,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046283.787467,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046283.994582,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046284.089085,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046284.096752,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046284.306592,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046284.395243,64,STP,,,,
1535046284.400812,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046284.407446,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046284.618596,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046284.712932,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046284.716822,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046284.790026,342,DHCP,0.0.0.0,255.255.255.255,68.0,67.0
1535046284.914995,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046285.024759,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046285.027423,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046285.093447,60,ARP,,,,
1535046285.095367,64,ARP,,,,
1535046285.095373,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.105623,60,TCP,172.27.224.250,172.27.224.251,502.0,52597.0
1535046285.105629,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.106189,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.106422,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.106669,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.106915,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.107167,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.107417,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.107665,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.107912,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.10816,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.108414,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.10866,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.108907,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.117145,60,TCP,172.27.224.250,172.27.224.251,502.0,52597.0
1535046285.126767,60,TCP,172.27.224.250,172.27.224.251,502.0,52597.0
1535046285.127651,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52597.0
1535046285.226962,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046285.329897,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046285.352382,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046285.356839,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046285.554574,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046285.664351,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046285.667471,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046285.866559,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046285.976626,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046285.986842,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046286.194165,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046286.288314,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046286.297488,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046286.395016,64,STP,,,,
1535046286.506153,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046286.545182,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046286.555528,60,TCP,172.27.224.250,172.27.224.251,502.0,52597.0
1535046286.556385,60,TCP,172.27.224.250,172.27.224.251,502.0,52597.0
1535046286.556389,60,TCP,172.27.224.251,172.27.224.250,52597.0,502.0
1535046286.556562,60,TCP,172.27.224.250,172.27.224.251,502.0,52597.0
1535046286.56557,60,TCP,172.27.224.250,172.27.224.251,502.0,52597.0
1535046286.600272,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046286.607502,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046286.818168,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046286.912727,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046286.916835,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046287.114545,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046287.22438,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046287.227488,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046287.426527,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046287.536717,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046287.546834,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046287.629352,60,ARP,,,,
1535046287.635443,64,ARP,,,,
1535046287.754138,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046287.848582,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046287.857512,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046287.993008,60,ARP,,,,
1535046287.995416,64,ARP,,,,
1535046287.995423,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.005674,60,TCP,172.27.224.250,172.27.224.251,502.0,52598.0
1535046288.00568,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.006786,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.007015,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.007275,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.00752,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.007763,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.00801,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.008266,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.008514,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.00876,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.009008,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.009263,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.009511,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.017227,60,TCP,172.27.224.250,172.27.224.251,502.0,52598.0
1535046288.027786,60,TCP,172.27.224.250,172.27.224.251,502.0,52598.0
1535046288.028666,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52598.0
1535046288.066107,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046288.160298,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046288.167518,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046288.230919,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046288.378144,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046288.395024,64,STP,,,,
1535046288.472494,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046288.476869,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046288.674528,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046288.784333,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046288.787524,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046289.002109,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046289.096418,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046289.106912,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046289.298552,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046289.408371,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046289.417529,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046289.445768,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046289.455572,60,TCP,172.27.224.250,172.27.224.251,502.0,52598.0
1535046289.456408,60,TCP,172.27.224.250,172.27.224.251,502.0,52598.0
1535046289.456413,60,TCP,172.27.224.251,172.27.224.250,52598.0,502.0
1535046289.456578,60,TCP,172.27.224.250,172.27.224.251,502.0,52598.0
1535046289.465576,60,TCP,172.27.224.250,172.27.224.251,502.0,52598.0
1535046289.6261,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046289.720345,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046289.727547,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046289.93808,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046290.032266,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046290.036843,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046290.234503,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046290.344288,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046290.347521,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046290.395063,64,STP,,,,
1535046290.562102,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046290.65628,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046290.666841,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046290.874098,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046290.893543,60,ARP,,,,
1535046290.895501,64,ARP,,,,
1535046290.895507,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.905744,60,TCP,172.27.224.250,172.27.224.251,502.0,52599.0
1535046290.905751,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.906271,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.906509,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.906754,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.907008,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.907259,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.907506,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.907752,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.908008,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.908254,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.908502,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.908747,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.909001,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046290.917238,60,TCP,172.27.224.250,172.27.224.251,502.0,52599.0
1535046290.926886,60,TCP,172.27.224.250,172.27.224.251,502.0,52599.0
1535046290.927733,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52599.0
1535046290.968257,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046290.976887,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046291.129928,60,TCP,172.27.224.251,172.27.224.250,52599.0,502.0
1535046291.186107,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046291.280292,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046291.287567,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046291.498086,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046291.592331,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046291.596925,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046291.794483,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046291.90443,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046291.907582,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046292.122047,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046292.216255,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
