packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,requests_per_second,flow_id,flow_pkt_count,unique_func_codes,round_trip_time
1880,1536440162.899449,2018-09-08T16:56:02.899449,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.11010217666625977,92.84393405914307,0.0690195083618164,0.08282899807672621,9,172.27.224.250_172.27.224.70,893,1.0,0.010904788970947266
1881,1536440162.910354,2018-09-08T16:56:02.910354,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.010904788970947266,92.85483884811401,0.07010798454284668,0.08188768100367093,9,172.27.224.250_172.27.224.70,894,1.0,0.010904788970947266
1882,1536440163.116921,2018-09-08T16:56:03.116921,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20656704902648926,93.0614058971405,0.0907444953918457,0.08808196699814189,9,172.27.224.250_172.27.224.70,895,1.0,
1883,1536440163.211234,2018-09-08T16:56:03.211234,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09431314468383789,93.15571904182434,0.09928181171417236,0.08327851213496283,7,172.27.224.250_172.27.224.70,896,1.0,0.008471012115478516
1884,1536440163.219705,2018-09-08T16:56:03.219705,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.008471012115478516,93.16419005393982,0.09445080757141114,0.08732105264742032,7,172.27.224.250_172.27.224.70,897,1.0,0.008471012115478516
1885,1536440163.428907,2018-09-08T16:56:03.428907,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20920181274414062,93.37339186668396,0.11485598087310792,0.08797358084422616,7,172.27.224.250_172.27.224.70,898,1.0,
1886,1536440163.523604,2018-09-08T16:56:03.523604,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.0946969985961914,93.46808886528015,0.10306849479675292,0.08105053411094439,7,172.27.224.250_172.27.224.70,899,1.0,0.006760120391845703
1887,1536440163.530364,2018-09-08T16:56:03.530364,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.006760120391845703,93.474848985672,0.09431800842285157,0.08663768283277788,7,172.27.224.250_172.27.224.70,900,1.0,0.006760120391845703
1888,1536440163.551833,2018-09-08T16:56:03.551833,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.0214688777923584,93.49631786346436,0.09621119499206543,0.08459195901731395,7,None_None,162,,
1889,1536440163.646437,2018-09-08T16:56:03.646437,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.0946040153503418,93.5909218788147,0.08570899963378906,0.07645419998431348,6,None_None,163,,
1890,1536440163.648292,2018-09-08T16:56:03.648292,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.0018551349639892578,93.59277701377869,0.07488429546356201,0.08018859962458426,6,None_None,164,,
1891,1536440163.648306,2018-09-08T16:56:03.648306,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,1.3828277587890625e-05,93.59279084205627,0.07379519939422607,0.08122140651802189,7,172.27.224.250_172.27.224.251,803,1.0,
1892,1536440163.658558,2018-09-08T16:56:03.658558,TCP,172.27.224.250,172.27.224.251,502.0,62298.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.010251998901367188,93.60304284095764,0.05416369438171387,0.06825415435010551,7,172.27.224.250_172.27.224.251,804,1.0,
1893,1536440163.658576,2018-09-08T16:56:03.658576,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,1.811981201171875e-05,93.60306096076965,0.04473419189453125,0.06860375434235426,8,172.27.224.250_172.27.224.251,805,1.0,
1894,1536440163.659239,2018-09-08T16:56:03.659239,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0006630420684814453,93.60372400283813,0.04395339488983154,0.06910493436994652,9,172.27.224.250_172.27.224.251,806,1.0,
1895,1536440163.659494,2018-09-08T16:56:03.659494,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002548694610595703,93.6039788722992,0.023058700561523437,0.03832038418827623,10,172.27.224.250_172.27.224.251,807,1.0,
1896,1536440163.659738,2018-09-08T16:56:03.659738,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.000244140625,93.6042230129242,0.013613414764404298,0.029273406135441365,11,172.27.224.250_172.27.224.251,808,1.0,
1897,1536440163.659989,2018-09-08T16:56:03.659989,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002510547637939453,93.60447406768799,0.01296250820159912,0.029514100186612127,12,172.27.224.250_172.27.224.251,809,1.0,
1898,1536440163.660234,2018-09-08T16:56:03.660234,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002448558807373047,93.60471892356873,0.010840106010437011,0.029597435014161504,13,172.27.224.250_172.27.224.251,810,1.0,
1899,1536440163.660489,2018-09-08T16:56:03.660489,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002551078796386719,93.60497403144836,0.0014052152633666991,0.0031543880933506776,14,172.27.224.250_172.27.224.251,811,1.0,
1900,1536440163.660737,2018-09-08T16:56:03.660737,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.000247955322265625,93.60522198677063,0.001244497299194336,0.0031698229601008683,15,172.27.224.250_172.27.224.251,812,1.0,
1901,1536440163.660993,2018-09-08T16:56:03.660993,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002560615539550781,93.60547804832458,0.0012687206268310546,0.003160284615718984,16,172.27.224.250_172.27.224.251,813,1.0,
1902,1536440163.661237,2018-09-08T16:56:03.661237,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024390220642089844,93.605721950531,0.0002679109573364258,0.00015682756371412405,17,172.27.224.250_172.27.224.251,814,1.0,
1903,1536440163.661487,2018-09-08T16:56:03.661487,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00025010108947753906,93.60597205162048,0.0002911090850830078,0.00013076442196465702,18,172.27.224.250_172.27.224.251,815,1.0,
1904,1536440163.661733,2018-09-08T16:56:03.661733,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024580955505371094,93.60621786117554,0.0002493858337402344,4.756430975316121e-06,19,172.27.224.250_172.27.224.251,816,1.0,
1905,1536440163.661982,2018-09-08T16:56:03.661982,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002491474151611328,93.6064670085907,0.0002488136291503906,4.3502900863469476e-06,20,172.27.224.250_172.27.224.251,817,1.0,
1906,1536440163.670088,2018-09-08T16:56:03.670088,TCP,172.27.224.250,172.27.224.251,502.0,62298.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.008105993270874023,93.61457300186157,0.001034998893737793,0.002484497438741641,20,172.27.224.250_172.27.224.251,818,1.0,
1907,1536440163.679718,2018-09-08T16:56:03.679718,TCP,172.27.224.250,172.27.224.251,502.0,62298.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.009629964828491211,93.62420296669006,0.0019728899002075194,0.0036517427092121937,20,172.27.224.250_172.27.224.251,819,1.0,
1908,1536440163.68058,2018-09-08T16:56:03.680580,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,62298.0,12.0,1.0,0.0,6.0,1.0,6.0,6.0,,,,,66,0,1,0,Write Single Register,0.0008618831634521484,93.62506484985352,0.002034592628479004,0.0036244108403752718,20,172.27.224.250_172.27.224.251,820,1.0,
1909,1536440163.740921,2018-09-08T16:56:03.740921,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.06034111976623535,93.68540596961975,0.008043193817138672,0.01871920832819546,21,172.27.224.250_172.27.224.70,901,1.0,
1910,1536440163.835256,2018-09-08T16:56:03.835256,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09433507919311523,93.77974104881287,0.017451906204223634,0.03275152904764628,21,172.27.224.250_172.27.224.70,902,1.0,0.004463911056518555
1911,1536440163.83972,2018-09-08T16:56:03.839720,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.004463911056518555,93.78420495986938,0.01787269115447998,0.032532350121082694,21,172.27.224.250_172.27.224.70,903,1.0,0.004463911056518555
1912,1536440163.882763,2018-09-08T16:56:03.882763,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.043042898178100586,93.82724785804749,0.02215259075164795,0.03276986073924353,22,172.27.224.250_172.27.224.251,821,1.0,
1913,1536440164.052897,2018-09-08T16:56:04.052897,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.1701340675354004,93.99738192558289,0.03914098739624024,0.05597372019080191,22,172.27.224.250_172.27.224.70,904,1.0,
1914,1536440164.054515,2018-09-08T16:56:04.054515,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.0016179084777832031,93.99899983406067,0.039278197288513186,0.05586936597959915,22,None_None,165,,
1915,1536440164.147573,2018-09-08T16:56:04.147573,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09305810928344727,94.09205794334412,0.0485590934753418,0.0563719161309965,22,172.27.224.250_172.27.224.70,905,1.0,0.002825021743774414
1916,1536440164.150398,2018-09-08T16:56:04.150398,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.002825021743774414,94.09488296508789,0.04803099632263184,0.056815979256122584,22,172.27.224.250_172.27.224.70,906,1.0,0.002825021743774414
1917,1536440164.364914,2018-09-08T16:56:04.364914,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21451592445373535,94.30939888954163,0.06851959228515625,0.07534901453262417,22,172.27.224.250_172.27.224.70,907,1.0,
1918,1536440164.459113,2018-09-08T16:56:04.459113,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09419894218444824,94.40359783172607,0.07785329818725586,0.07173093913935355,22,172.27.224.250_172.27.224.70,908,1.0,0.010634183883666992
1919,1536440164.469747,2018-09-08T16:56:04.469747,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.010634183883666992,94.41423201560974,0.07288260459899902,0.07473850982336026,22,172.27.224.250_172.27.224.70,909,1.0,0.010634183883666992
1920,1536440164.576935,2018-09-08T16:56:04.576935,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.10718798637390137,94.52142000198364,0.07416789531707764,0.07525714029302727,21,None_None,166,,
1921,1536440164.676896,2018-09-08T16:56:04.676896,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.0999610424041748,94.62138104438782,0.08371760845184326,0.07138892327016128,8,172.27.224.250_172.27.224.70,910,1.0,
1922,1536440164.771268,2018-09-08T16:56:04.771268,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09437179565429688,94.71575284004211,0.08885049819946289,0.06997064413701301,8,172.27.224.250_172.27.224.70,911,1.0,0.009138107299804688
1923,1536440164.780406,2018-09-08T16:56:04.780406,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.009138107299804688,94.72489094734192,0.07275090217590333,0.06767413428931006,8,172.27.224.250_172.27.224.70,912,1.0,0.009138107299804688
1924,1536440164.988889,2018-09-08T16:56:04.988889,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.20848298072814941,94.93337392807007,0.09343740940093995,0.07476041332907679,7,172.27.224.250_172.27.224.70,913,1.0,
1925,1536440165.083294,2018-09-08T16:56:05.083294,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09440493583679199,95.02777886390686,0.09357209205627441,0.07476086725528276,7,172.27.224.250_172.27.224.70,914,1.0,0.0064771175384521484
1926,1536440165.089771,2018-09-08T16:56:05.089771,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0064771175384521484,95.03425598144531,0.09393730163574218,0.074275654371213,7,172.27.224.250_172.27.224.70,915,1.0,0.0064771175384521484
1927,1536440165.098195,2018-09-08T16:56:05.098195,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.008424043655395508,95.04268002510071,0.07332811355590821,0.06513045214292508,8,172.27.224.250_172.27.224.251,822,1.0,
1928,1536440165.108479,2018-09-08T16:56:05.108479,TCP,172.27.224.250,172.27.224.251,502.0,62298.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.010283946990966797,95.05296397209167,0.06493661403656006,0.06750521377022226,8,172.27.224.250_172.27.224.251,823,1.0,
1929,1536440165.109733,2018-09-08T16:56:05.109733,TCP,172.27.224.250,172.27.224.251,502.0,62298.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.0012540817260742188,95.05421805381775,0.06399860382080078,0.06840280805216194,8,172.27.224.250_172.27.224.251,824,1.0,
1930,1536440165.109751,2018-09-08T16:56:05.109751,TCP,172.27.224.251,172.27.224.250,62298.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,1.7881393432617188e-05,95.05423593521118,0.05328159332275391,0.06927414483344459,9,172.27.224.250_172.27.224.251,825,1.0,
1931,1536440165.109933,2018-09-08T16:56:05.109933,TCP,172.27.224.250,172.27.224.251,502.0,62298.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.0001819133758544922,95.05441784858704,0.04330368041992187,0.06898887339161507,9,172.27.224.250_172.27.224.251,826,1.0,
1932,1536440165.118455,2018-09-08T16:56:05.118455,TCP,172.27.224.250,172.27.224.251,502.0,62298.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.00852203369140625,95.06293988227844,0.03471870422363281,0.0672474487407399,9,172.27.224.250_172.27.224.251,827,1.0,
1933,1536440165.300909,2018-09-08T16:56:05.300909,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.18245410919189453,95.24539399147034,0.052050304412841794,0.08087542790559447,9,172.27.224.250_172.27.224.70,916,1.0,
1934,1536440165.395159,2018-09-08T16:56:05.395159,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09424996376037598,95.33964395523071,0.04062700271606445,0.06224702077970317,9,172.27.224.250_172.27.224.70,917,1.0,0.0052089691162109375
1935,1536440165.400368,2018-09-08T16:56:05.400368,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0052089691162109375,95.34485292434692,0.03170740604400635,0.06003610333139381,9,172.27.224.250_172.27.224.70,918,1.0,0.0052089691162109375
1936,1536440165.60093,2018-09-08T16:56:05.600930,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.2005620002746582,95.54541492462158,0.051115894317626955,0.07926566840765592,8,None_None,167,,
1937,1536440165.612859,2018-09-08T16:56:05.612859,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.011929035186767578,95.55734395980835,0.05146639347076416,0.07906340845733617,9,172.27.224.250_172.27.224.70,919,1.0,
1938,1536440165.707284,2018-09-08T16:56:05.707284,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09442496299743652,95.65176892280579,0.05988049507141113,0.07866996938849503,9,172.27.224.250_172.27.224.70,920,1.0,0.0024521350860595703
1939,1536440165.709736,2018-09-08T16:56:05.709736,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0024521350860595703,95.65422105789185,0.06000030040740967,0.0785716187153579,9,172.27.224.250_172.27.224.70,921,1.0,0.0024521350860595703
1940,1536440165.909274,2018-09-08T16:56:05.909274,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.199537992477417,95.85375905036926,0.0799523115158081,0.08657273297492156,9,172.27.224.250_172.27.224.70,922,1.0,
1941,1536440166.019165,2018-09-08T16:56:06.019165,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.10989093780517578,95.96364998817444,0.09092321395874023,0.08218065518064999,9,172.27.224.250_172.27.224.70,923,1.0,0.011245965957641602
1942,1536440166.030411,2018-09-08T16:56:06.030411,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.011245965957641602,95.97489595413208,0.09119560718536376,0.08188115244545859,9,172.27.224.250_172.27.224.70,924,1.0,0.011245965957641602
1943,1536440166.054644,2018-09-08T16:56:06.054644,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.024233102798461914,95.99912905693054,0.07537350654602051,0.0774547769497664,9,None_None,168,,
1944,1536440166.236878,2018-09-08T16:56:06.236878,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.1822338104248047,96.18136286735535,0.08417189121246338,0.08451289870767022,7,172.27.224.250_172.27.224.70,925,1.0,
1945,1536440166.331148,2018-09-08T16:56:06.331148,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09426999092102051,96.27563285827637,0.09307799339294434,0.0798300364127924,7,172.27.224.250_172.27.224.70,926,1.0,0.008620977401733398
1946,1536440166.339769,2018-09-08T16:56:06.339769,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.008620977401733398,96.2842538356781,0.07388389110565186,0.0739756360880246,7,172.27.224.250_172.27.224.70,927,1.0,0.008620977401733398
1947,1536440166.546979,2018-09-08T16:56:06.546979,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.20721006393432617,96.49146389961243,0.09341199398040771,0.08122366156483662,6,None_None,169,,
1948,1536440166.54838,2018-09-08T16:56:06.548380,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.0014009475708007812,96.49286484718323,0.08410959243774414,0.08626522963289432,6,None_None,170,,
1949,1536440166.548397,2018-09-08T16:56:06.548397,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,1.71661376953125e-05,96.49288201332092,0.08386609554290772,0.08652437774989127,7,172.27.224.250_172.27.224.251,828,1.0,
1950,1536440166.548845,2018-09-08T16:56:06.548845,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.00044798851013183594,96.49333000183105,0.0639570951461792,0.07957744053407442,8,172.27.224.250_172.27.224.70,928,1.0,
1951,1536440166.558671,2018-09-08T16:56:06.558671,TCP,172.27.224.250,172.27.224.251,502.0,62299.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.009825944900512695,96.50315594673157,0.05395059585571289,0.07945095246096015,8,172.27.224.250_172.27.224.251,829,1.0,
1952,1536440166.558688,2018-09-08T16:56:06.558688,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,1.6927719116210938e-05,96.50317287445068,0.05282769203186035,0.08019741658110165,9,172.27.224.250_172.27.224.251,830,1.0,
1953,1536440166.559776,2018-09-08T16:56:06.559776,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0010881423950195312,96.5042610168457,0.050513195991516116,0.08143872419087278,10,172.27.224.250_172.27.224.251,831,1.0,
1954,1536440166.560022,2018-09-08T16:56:06.560022,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002460479736328125,96.50450706481934,0.032314419746398926,0.06795006623780897,11,172.27.224.250_172.27.224.251,832,1.0,
1955,1536440166.560267,2018-09-08T16:56:06.560267,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002448558807373047,96.50475192070007,0.022911906242370605,0.0648595020371207,12,172.27.224.250_172.27.224.251,833,1.0,
1956,1536440166.560521,2018-09-08T16:56:06.560521,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00025391578674316406,96.50500583648682,0.022075200080871583,0.06511779766348369,13,172.27.224.250_172.27.224.251,834,1.0,
1957,1536440166.560769,2018-09-08T16:56:06.560769,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024819374084472656,96.50525403022766,0.0013790130615234375,0.003002350435049151,14,172.27.224.250_172.27.224.251,835,1.0,
1958,1536440166.561021,2018-09-08T16:56:06.561021,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00025200843811035156,96.50550603866577,0.0012641191482543946,0.0030233282873716127,15,172.27.224.250_172.27.224.251,836,1.0,
1959,1536440166.561265,2018-09-08T16:56:06.561265,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024390220642089844,96.50574994087219,0.001286792755126953,0.0030137727421579467,16,172.27.224.250_172.27.224.251,837,1.0,
1960,1536440166.56152,2018-09-08T16:56:06.561520,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002551078796386719,96.50600504875183,0.0012675046920776368,0.0030203475903628385,17,172.27.224.250_172.27.224.251,838,1.0,
1961,1536440166.561768,2018-09-08T16:56:06.561768,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.000247955322265625,96.5062530040741,0.0003097057342529297,0.00028309593574446545,18,172.27.224.250_172.27.224.251,839,1.0,
1962,1536440166.562018,2018-09-08T16:56:06.562018,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002498626708984375,96.506502866745,0.00033299922943115235,0.00026535639272150247,19,172.27.224.250_172.27.224.251,840,1.0,
1963,1536440166.562262,2018-09-08T16:56:06.562262,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.000244140625,96.50674700737,0.00024859905242919923,4.039921479557796e-06,20,172.27.224.250_172.27.224.251,841,1.0,
1964,1536440166.562516,2018-09-08T16:56:06.562516,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00025391578674316406,96.50700092315674,0.0002493858337402344,4.248635107358097e-06,21,172.27.224.250_172.27.224.251,842,1.0,
1965,1536440166.570116,2018-09-08T16:56:06.570116,TCP,172.27.224.250,172.27.224.251,502.0,62299.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.007600069046020508,96.51460099220276,0.0009849071502685547,0.002324334302649443,21,172.27.224.250_172.27.224.251,843,1.0,
1966,1536440166.579742,2018-09-08T16:56:06.579742,TCP,172.27.224.250,172.27.224.251,502.0,62299.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.009625911712646484,96.5242269039154,0.0019221067428588866,0.003558588207331568,21,172.27.224.250_172.27.224.251,844,1.0,
1967,1536440166.580635,2018-09-08T16:56:06.580635,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,62299.0,12.0,1.0,0.0,6.0,1.0,6.0,6.0,,,,,66,0,1,0,Write Single Register,0.0008931159973144531,96.52512001991272,0.0019865989685058593,0.003530615228235711,21,172.27.224.250_172.27.224.251,845,1.0,
1968,1536440166.643111,2018-09-08T16:56:06.643111,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.06247591972351074,96.58759593963623,0.008208990097045898,0.019381992795539406,21,172.27.224.250_172.27.224.70,929,1.0,0.00666499137878418
1969,1536440166.649776,2018-09-08T16:56:06.649776,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.00666499137878418,96.59426093101501,0.008851099014282226,0.019194249922706148,21,172.27.224.250_172.27.224.70,930,1.0,0.00666499137878418
1970,1536440166.782901,2018-09-08T16:56:06.782901,TCP,172.27.224.251,172.27.224.250,62299.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.13312506675720215,96.72738599777222,0.022138094902038573,0.0433595542061784,21,172.27.224.250_172.27.224.251,846,1.0,
