packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,flow_id,flow_pkt_count,unique_func_codes
8596,1535066591,2018-08-23T19:23:11.184323,TCP,172.27.224.250,172.27.224.251,502,50985,0,,,,,,,,,,,60,0,1,0,Unknown,0.010269165,436.0563371,0.070813012,0.087356841,172.27.224.250_172.27.224.251,3759,1
8597,1535066591,2018-08-23T19:23:11.184331,TCP,172.27.224.251,172.27.224.250,50985,502,0,,,,,,,,,,,60,1,0,0,Unknown,7.87E-06,436.056345,0.048573899,0.071313265,172.27.224.250_172.27.224.251,3760,1
8598,1535066591,2018-08-23T19:23:11.185483,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.001152039,436.057497,0.040689492,0.071809992,172.27.224.250_172.27.224.251,3761,1
8599,1535066591,2018-08-23T19:23:11.185709,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000226021,436.057723,0.04002111,0.072189439,172.27.224.250_172.27.224.251,3762,1
8600,1535066591,2018-08-23T19:23:11.185953,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000243902,436.0579669,0.017536092,0.031930997,172.27.224.250_172.27.224.251,3763,1
8601,1535066591,2018-08-23T19:23:11.186199,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000246048,436.058213,0.009558296,0.023414268,172.27.224.250_172.27.224.251,3764,1
8602,1535066591,2018-08-23T19:23:11.186448,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000249147,436.0584621,0.009025311,0.023575025,172.27.224.250_172.27.224.251,3765,1
8603,1535066591,2018-08-23T19:23:11.186700,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000252008,436.0587142,0.001497912,0.003163125,172.27.224.250_172.27.224.251,3766,1
8604,1535066591,2018-08-23T19:23:11.186948,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247955,436.0589621,0.001290202,0.003170963,172.27.224.250_172.27.224.251,3767,1
8605,1535066591,2018-08-23T19:23:11.187198,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000249863,436.059212,0.001314402,0.003160997,172.27.224.250_172.27.224.251,3768,1
8606,1535066591,2018-08-23T19:23:11.187445,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247002,436.059459,0.000312185,0.000304463,172.27.224.250_172.27.224.251,3769,1
8607,1535066591,2018-08-23T19:23:11.187708,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000262976,436.0597219,0.000337696,0.000286275,172.27.224.250_172.27.224.251,3770,1
8608,1535066591,2018-08-23T19:23:11.187946,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.00023818,436.0599601,0.00024631,9.53E-06,172.27.224.250_172.27.224.251,3771,1
8609,1535066591,2018-08-23T19:23:11.188194,TCP,172.27.224.251,172.27.224.250,50985,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247955,436.0602081,0.000248504,6.33E-06,172.27.224.250_172.27.224.251,3772,1
8610,1535066591,2018-08-23T19:23:11.195848,TCP,172.27.224.250,172.27.224.251,502,50985,0,,,,,,,,,,,60,0,1,0,Unknown,0.007653952,436.067862,0.000989509,0.002341655,172.27.224.250_172.27.224.251,3773,1
8611,1535066591,2018-08-23T19:23:11.205436,TCP,172.27.224.250,172.27.224.251,502,50985,0,,,,,,,,,,,60,0,1,0,Unknown,0.009588003,436.07745,0.001923704,0.003559093,172.27.224.250_172.27.224.251,3774,1
8612,1535066591,2018-08-23T19:23:11.206318,Modbus/TCP,172.27.224.250,172.27.224.251,502,50985,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.00088191,436.0783319,0.00198698,0.003531532,172.27.224.250_172.27.224.251,3775,1
8613,1535066591,2018-08-23T19:23:11.306596,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.100278139,436.1786101,0.011989594,0.031215852,172.27.224.250_172.27.224.70,4195,1
8614,1535066591,2018-08-23T19:23:11.402602,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.096005917,436.274616,0.02156539,0.040515816,172.27.224.250_172.27.224.70,4196,1
8615,1535066591,2018-08-23T19:23:11.405552,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.002949953,436.277566,0.021835399,0.040366702,172.27.224.250_172.27.224.70,4197,1
8616,1535066591,2018-08-23T19:23:11.408559,TCP,172.27.224.251,172.27.224.250,50985,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.003007174,436.2805731,0.022111416,0.040211824,172.27.224.250_172.27.224.251,3776,1
8617,1535066592,2018-08-23T19:23:11.618608,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.210048914,436.490622,0.04309001,0.070706791,172.27.224.250_172.27.224.70,4198,1
8618,1535066592,2018-08-23T19:23:11.714635,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.096026897,436.5866489,0.052668881,0.070744877,172.27.224.250_172.27.224.70,4199,1
8619,1535066592,2018-08-23T19:23:11.726224,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.01158905,436.598238,0.053802991,0.069896969,172.27.224.250_172.27.224.70,4200,1
8620,1535066592,2018-08-23T19:23:11.946608,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.220384121,436.8186221,0.075076008,0.085025749,172.27.224.250_172.27.224.70,4201,1
8621,1535066592,2018-08-23T19:23:12.026605,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.079996824,436.8986189,0.08211689,0.081856377,172.27.224.250_172.27.224.70,4202,1
8622,1535066592,2018-08-23T19:23:12.035590,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.008985043,436.907604,0.082927203,0.080998475,172.27.224.250_172.27.224.70,4203,1
8623,1535066592,2018-08-23T19:23:12.220663,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.185073137,437.0926771,0.091406703,0.087216522,None_None,606,
8624,1535066592,2018-08-23T19:23:12.258611,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.037947893,437.130625,0.085600901,0.088794465,172.27.224.250_172.27.224.70,4204,1
8625,1535066592,2018-08-23T19:23:12.338574,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.079962969,437.210588,0.093302202,0.084042066,172.27.224.250_172.27.224.70,4205,1
8626,1535066592,2018-08-23T19:23:12.346206,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007632017,437.21822,0.093764687,0.083500944,172.27.224.250_172.27.224.70,4206,1
8627,1535066593,2018-08-23T19:23:12.554629,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.208423138,437.4266431,0.093602109,0.083250588,172.27.224.250_172.27.224.70,4207,1
8628,1535066593,2018-08-23T19:23:12.624444,TCP,172.27.224.251,172.27.224.250,50985,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.06981492,437.4964581,0.090980911,0.083577767,172.27.224.250_172.27.224.251,3777,1
8629,1535066593,2018-08-23T19:23:12.634203,TCP,172.27.224.250,172.27.224.251,502,50985,0,,,,,,,,,,,60,0,1,0,Unknown,0.009758949,437.506217,0.090797901,0.083772703,172.27.224.250_172.27.224.251,3778,1
8630,1535066593,2018-08-23T19:23:12.635059,TCP,172.27.224.250,172.27.224.251,502,50985,0,,,,,,,,,,,60,0,1,0,Unknown,0.000856161,437.5070732,0.068845105,0.07426564,172.27.224.250_172.27.224.251,3779,1
8631,1535066593,2018-08-23T19:23:12.635063,TCP,172.27.224.251,172.27.224.250,50985,502,0,,,,,,,,,,,60,1,0,0,Unknown,3.81E-06,437.507077,0.060845804,0.077181851,172.27.224.250_172.27.224.251,3780,1
8632,1535066593,2018-08-23T19:23:12.635235,TCP,172.27.224.250,172.27.224.251,502,50985,0,,,,,,,,,,,60,0,1,0,Unknown,0.000172138,437.5072491,0.059964514,0.077886906,172.27.224.250_172.27.224.251,3781,1
8633,1535066593,2018-08-23T19:23:12.644215,TCP,172.27.224.250,172.27.224.251,502,50985,0,,,,,,,,,,,60,0,1,0,Unknown,0.008980036,437.5162292,0.042355204,0.065356885,172.27.224.250_172.27.224.251,3782,1
8634,1535066593,2018-08-23T19:23:12.650586,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.006370783,437.5225999,0.039197493,0.06634878,172.27.224.250_172.27.224.70,4208,1
8635,1535066593,2018-08-23T19:23:12.656210,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005624056,437.528224,0.031763601,0.065432042,172.27.224.250_172.27.224.70,4209,1
8636,1535066593,2018-08-23T19:23:12.882609,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.226398945,437.7546229,0.053640294,0.08884872,172.27.224.250_172.27.224.70,4210,1
8637,1535066593,2018-08-23T19:23:12.962619,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.080010176,437.8346331,0.040798998,0.07159726,172.27.224.250_172.27.224.70,4211,1
8638,1535066593,2018-08-23T19:23:12.965537,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.002918005,437.8375511,0.034109306,0.071710092,172.27.224.250_172.27.224.70,4212,1
8639,1535066593,2018-08-23T19:23:13.178615,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.213078022,438.0506291,0.054441214,0.090421256,172.27.224.250_172.27.224.70,4213,1
8640,1535066593,2018-08-23T19:23:13.278596,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.099980831,438.15061,0.064353681,0.08932087,172.27.224.250_172.27.224.70,4214,1
8641,1535066593,2018-08-23T19:23:13.286215,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007619143,438.1582291,0.065115213,0.088741863,172.27.224.250_172.27.224.70,4215,1
8642,1535066594,2018-08-23T19:23:13.502581,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.216365814,438.3745949,0.086734581,0.097103172,172.27.224.250_172.27.224.70,4216,1
8643,1535066594,2018-08-23T19:23:13.582597,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.080016136,438.4546111,0.093838191,0.093307133,172.27.224.250_172.27.224.70,4217,1
8644,1535066594,2018-08-23T19:23:13.585541,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.002943993,438.4575551,0.093495512,0.093669646,172.27.224.250_172.27.224.70,4218,1
8645,1535066594,2018-08-23T19:23:13.798577,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.21303606,438.6705911,0.114236712,0.095004444,172.27.224.250_172.27.224.70,4219,1
8646,1535066594,2018-08-23T19:23:13.890428,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.091850996,438.7624421,0.100781918,0.086501791,None_None,607,
8647,1535066594,2018-08-23T19:23:13.894156,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.003727913,438.76617,0.093153691,0.091741881,None_None,608,
8648,1535066594,2018-08-23T19:23:13.894583,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.000427008,438.766597,0.092904592,0.092017083,172.27.224.250_172.27.224.70,4220,1
8649,1535066594,2018-08-23T19:23:13.906229,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011646032,438.7782431,0.072761393,0.084530145,172.27.224.250_172.27.224.70,4221,1
8650,1535066594,2018-08-23T19:23:14.072258,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.166028976,438.944272,0.079366207,0.089336951,None_None,609,
8651,1535066594,2018-08-23T19:23:14.074079,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.001821041,438.9460931,0.078786397,0.089871554,None_None,610,
8652,1535066594,2018-08-23T19:23:14.074093,TCP,172.27.224.251,172.27.224.250,50986,502,0,,,,,,,,,,,60,1,0,0,Unknown,1.41E-05,438.9461071,0.057151222,0.078378174,172.27.224.250_172.27.224.251,3783,1
8653,1535066594,2018-08-23T19:23:14.084336,TCP,172.27.224.250,172.27.224.251,502,50986,0,,,,,,,,,,,60,0,1,0,Unknown,0.010242939,438.9563501,0.050173903,0.0792177,172.27.224.250_172.27.224.251,3784,1
8654,1535066594,2018-08-23T19:23:14.084341,TCP,172.27.224.251,172.27.224.250,50986,502,0,,,,,,,,,,,60,1,0,0,Unknown,5.01E-06,438.9563551,0.049880004,0.079417592,172.27.224.250_172.27.224.251,3785,1
8655,1535066594,2018-08-23T19:23:14.084961,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000619888,438.956975,0.028638387,0.055836052,172.27.224.250_172.27.224.251,3786,1
8656,1535066594,2018-08-23T19:23:14.085197,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000236034,438.957211,0.019476891,0.051672594,172.27.224.250_172.27.224.251,3787,1
8657,1535066594,2018-08-23T19:23:14.085446,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000248909,438.9574599,0.01912899,0.051801959,172.27.224.250_172.27.224.251,3788,1
8658,1535066594,2018-08-23T19:23:14.085697,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000251055,438.957711,0.019111395,0.051809047,172.27.224.250_172.27.224.251,3789,1
8659,1535066594,2018-08-23T19:23:14.085945,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247955,438.9579589,0.017971587,0.052116005,172.27.224.250_172.27.224.251,3790,1
8660,1535066594,2018-08-23T19:23:14.086192,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247002,438.9582059,0.00139339,0.003153593,172.27.224.250_172.27.224.251,3791,1
8661,1535066594,2018-08-23T19:23:14.086441,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000249147,438.9584551,0.0012362,0.003169045,172.27.224.250_172.27.224.251,3792,1
8662,1535066594,2018-08-23T19:23:14.086689,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247955,438.958703,0.001259589,0.003159873,172.27.224.250_172.27.224.251,3793,1
8663,1535066594,2018-08-23T19:23:14.086944,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000255108,438.9589581,0.000260806,0.00014754,172.27.224.250_172.27.224.251,3794,1
8664,1535066594,2018-08-23T19:23:14.087185,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000240803,438.959199,0.000284386,0.000118002,172.27.224.250_172.27.224.251,3795,1
8665,1535066594,2018-08-23T19:23:14.087439,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000254154,438.9594531,0.000247812,5.73E-06,172.27.224.250_172.27.224.251,3796,1
8666,1535066594,2018-08-23T19:23:14.087690,TCP,172.27.224.251,172.27.224.250,50986,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000251055,438.9597042,0.000249314,4.01E-06,172.27.224.250_172.27.224.251,3797,1
8667,1535066594,2018-08-23T19:23:14.095894,TCP,172.27.224.250,172.27.224.251,502,50986,0,,,,,,,,,,,60,0,1,0,Unknown,0.008203983,438.9679081,0.001044822,0.002515476,172.27.224.250_172.27.224.251,3798,1
8668,1535066594,2018-08-23T19:23:14.105528,TCP,172.27.224.250,172.27.224.251,502,50986,0,,,,,,,,,,,60,0,1,0,Unknown,0.009634018,438.9775422,0.001983118,0.00367104,172.27.224.250_172.27.224.251,3799,1
8669,1535066594,2018-08-23T19:23:14.106361,Modbus/TCP,172.27.224.250,172.27.224.251,502,50986,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.000832796,438.978375,0.002041602,0.003644891,172.27.224.250_172.27.224.251,3800,1
8670,1535066594,2018-08-23T19:23:14.126594,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.020233154,438.9986081,0.004040217,0.006727509,172.27.224.250_172.27.224.70,4222,1
8671,1535066594,2018-08-23T19:23:14.206572,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.079977989,439.0785861,0.012013102,0.024774177,172.27.224.250_172.27.224.70,4223,1
8672,1535066594,2018-08-23T19:23:14.215587,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009014845,439.0876009,0.012889791,0.024464767,172.27.224.250_172.27.224.70,4224,1
8673,1535066594,2018-08-23T19:23:14.220638,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.005051136,439.0926521,0.013369393,0.024235494,None_None,611,
8674,1535066594,2018-08-23T19:23:14.308591,TCP,172.27.224.251,172.27.224.250,50986,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.087952852,439.1806049,0.022140598,0.033178348,172.27.224.250_172.27.224.251,3801,1
8675,1535066594,2018-08-23T19:23:14.422590,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.113999128,439.2946041,0.033515096,0.042911286,172.27.224.250_172.27.224.70,4225,1
8676,1535066595,2018-08-23T19:23:14.518595,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.096004963,439.390609,0.043090487,0.045281848,172.27.224.250_172.27.224.70,4226,1
8677,1535066595,2018-08-23T19:23:14.526253,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007658005,439.398267,0.043035889,0.045328891,172.27.224.250_172.27.224.70,4227,1
8678,1535066595,2018-08-23T19:23:14.734571,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.208317995,439.606585,0.062904286,0.067286562,172.27.224.250_172.27.224.70,4228,1
8679,1535066595,2018-08-23T19:23:14.830595,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.096024036,439.7026091,0.07242341,0.064191764,172.27.224.250_172.27.224.70,4229,1
8680,1535066595,2018-08-23T19:23:14.835612,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005017042,439.7076261,0.070901799,0.065728301,172.27.224.250_172.27.224.70,4230,1
8681,1535066595,2018-08-23T19:23:15.046622,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.211009979,439.9186361,0.084004998,0.079381549,172.27.224.250_172.27.224.70,4231,1
8682,1535066595,2018-08-23T19:23:15.142608,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.095985889,440.014622,0.092702103,0.074889915,172.27.224.250_172.27.224.70,4232,1
8683,1535066595,2018-08-23T19:23:15.146258,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003650188,440.0182722,0.092562008,0.075073186,172.27.224.250_172.27.224.70,4233,1
8684,1535066595,2018-08-23T19:23:15.358574,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.212315798,440.230588,0.104998302,0.083995345,172.27.224.250_172.27.224.70,4234,1
8685,1535066595,2018-08-23T19:23:15.454592,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.096018076,440.326606,0.103200197,0.083973712,172.27.224.250_172.27.224.70,4235,1
8686,1535066595,2018-08-23T19:23:15.465635,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011043072,440.3376491,0.094704008,0.088934165,172.27.224.250_172.27.224.70,4236,1
8687,1535066596,2018-08-23T19:23:15.523909,TCP,172.27.224.251,172.27.224.250,50986,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.058274031,440.3959231,0.099765611,0.084772578,172.27.224.250_172.27.224.251,3802,1
8688,1535066596,2018-08-23T19:23:15.534296,TCP,172.27.224.250,172.27.224.251,502,50986,0,,,,,,,,,,,60,0,1,0,Unknown,0.010386944,440.4063101,0.079972506,0.079557642,172.27.224.250_172.27.224.251,3803,1
8689,1535066596,2018-08-23T19:23:15.535524,TCP,172.27.224.250,172.27.224.251,502,50986,0,,,,,,,,,,,60,0,1,0,Unknown,0.001227856,440.4075379,0.070492887,0.08300549,172.27.224.250_172.27.224.251,3804,1
8690,1535066596,2018-08-23T19:23:15.535529,TCP,172.27.224.251,172.27.224.250,50986,502,0,,,,,,,,,,,60,1,0,0,Unknown,5.01E-06,440.4075429,0.069991684,0.083458669,172.27.224.250_172.27.224.251,3805,1
8691,1535066596,2018-08-23T19:23:15.535690,TCP,172.27.224.250,172.27.224.251,502,50986,0,,,,,,,,,,,60,0,1,0,Unknown,0.000161171,440.4077041,0.048906803,0.06930814,172.27.224.250_172.27.224.251,3806,1
8692,1535066596,2018-08-23T19:23:15.544245,TCP,172.27.224.250,172.27.224.251,502,50986,0,,,,,,,,,,,60,0,1,0,Unknown,0.008554935,440.4162591,0.040163708,0.068215329,172.27.224.250_172.27.224.251,3807,1
8693,1535066596,2018-08-23T19:23:15.686610,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.142364979,440.558624,0.054035187,0.073837406,172.27.224.250_172.27.224.70,4237,1
8694,1535066596,2018-08-23T19:23:15.766605,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.079994917,440.6386189,0.040803099,0.050484252,172.27.224.250_172.27.224.70,4238,1
8695,1535066596,2018-08-23T19:23:15.776225,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.00962019,440.6482391,0.03216331,0.047275972,172.27.224.250_172.27.224.70,4239,1
8696,1535066596,2018-08-23T19:23:15.982608,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.20638299,440.8546221,0.051697302,0.071651799,172.27.224.250_172.27.224.70,4240,1
8697,1535066596,2018-08-23T19:23:16.078599,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.095990896,440.950613,0.055468988,0.073016159,172.27.224.250_172.27.224.70,4241,1
8698,1535066596,2018-08-23T19:23:16.085628,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007029057,440.9576421,0.0551332,0.073253854,172.27.224.250_172.27.224.70,4242,1
8699,1535066596,2018-08-23T19:23:16.220553,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.134924889,441.092567,0.068502903,0.074512178,None_None,612,
8700,1535066596,2018-08-23T19:23:16.294597,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.074043989,441.166611,0.075906801,0.070521192,172.27.224.250_172.27.224.70,4243,1
8701,1535066596,2018-08-23T19:23:16.390613,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.096016169,441.2626271,0.085492301,0.065410936,172.27.224.250_172.27.224.70,4244,1
8702,1535066596,2018-08-23T19:23:16.396288,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005674839,441.268302,0.085204291,0.065792565,172.27.224.250_172.27.224.70,4245,1
8703,1535066597,2018-08-23T19:23:16.606594,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.210306168,441.4786081,0.09199841,0.075188274,172.27.224.250_172.27.224.70,4246,1
8704,1535066597,2018-08-23T19:23:16.702611,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.096016884,441.574625,0.093600607,0.075074691,172.27.224.250_172.27.224.70,4247,1
8705,1535066597,2018-08-23T19:23:16.705593,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.00298214,441.5776072,0.092936802,0.075924284,172.27.224.250_172.27.224.70,4248,1
8706,1535066597,2018-08-23T19:23:16.918595,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.213001966,441.7906091,0.0935987,0.077043781,172.27.224.250_172.27.224.70,4249,1
8707,1535066597,2018-08-23T19:23:16.972737,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.054141998,441.8447511,0.08941381,0.078029676,None_None,613,
8708,1535066597,2018-08-23T19:23:16.974171,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.001433849,441.846185,0.088854289,0.078703218,None_None,614,
